Ticker,Quantile,Threshold,MRL,NumExceedances
000100.KS,0.5800000000000001,0.016915478991736108,0.013855079994626053,2293
000100.KS,0.59,0.017156238636941656,0.013951579732126199,2238
000100.KS,0.6,0.01745800466258846,0.013991166159808242,2184
000100.KS,0.61,0.01781211747234146,0.013994142573388107,2129
000100.KS,0.62,0.01815746821244824,0.014008845513430046,2075
000100.KS,0.63,0.018518899510328667,0.014023645101384328,2020
000100.KS,0.64,0.01883296184348041,0.014097462631337567,1965
000100.KS,0.65,0.019205857996103394,0.014117950313594153,1911
000100.KS,0.66,0.019646881360860954,0.014089432298935053,1856
000100.KS,0.67,0.020053217789412804,0.014100418547191133,1802
000100.KS,0.68,0.0203689332603605,0.014223745630433621,1747
000100.KS,0.6900000000000001,0.020726144807677833,0.014322923928190467,1692
000100.KS,0.7000000000000001,0.021127622873337762,0.01438786811444102,1638
000100.KS,0.7100000000000001,0.021506126530760408,0.014502094255075733,1583
000100.KS,0.72,0.022037718961631217,0.014473137633823092,1529
000100.KS,0.73,0.022510808965160434,0.014530396042766599,1474
000100.KS,0.74,0.02298944153976456,0.014594769130176391,1420
000100.KS,0.75,0.02344224052463095,0.014721823142005153,1365
000100.KS,0.76,0.024038380321881474,0.01473019683568347,1310
000100.KS,0.77,0.024584385614941535,0.014804655401785077,1256
000100.KS,0.78,0.025214924781892512,0.014839091511339834,1201
000100.KS,0.79,0.025766456660535002,0.014972399906341376,1147
000100.KS,0.8,0.026338937484425264,0.015139099222165595,1092
000100.KS,0.81,0.026907461361507966,0.01534309978968803,1038
000100.KS,0.8200000000000001,0.02749066200784743,0.015602068407360772,983
000100.KS,0.8300000000000001,0.028135008654327748,0.015861977439886828,928
000100.KS,0.8400000000000001,0.0292071493692208,0.01573838313053341,874
000100.KS,0.85,0.030011308647832254,0.01596358114017228,819
000100.KS,0.86,0.03074636499341556,0.01632561017870041,765
000100.KS,0.87,0.03164747210469711,0.016660626654726833,710
000100.KS,0.88,0.03278990218344807,0.016872541780235787,655
000100.KS,0.89,0.03394914303905835,0.017170366954112636,601
000100.KS,0.9,0.03509127752858666,0.017697691724441553,546
000100.KS,0.91,0.036563799263627794,0.01809506783857853,492
000100.KS,0.92,0.038159207424151104,0.018679348175960238,437
000100.KS,0.93,0.0402722742489276,0.019063835608942276,383
000100.KS,0.9400000000000001,0.04265011215445532,0.0196997994085462,328
000100.KS,0.9500000000000001,0.045125404675447206,0.020933508261765436,273
000100.KS,0.9600000000000001,0.04819627520938785,0.022634655101234996,219
000100.KS,0.97,0.0522283944563397,0.02555083088552116,164
000100.KS,0.98,0.058952516781085616,0.0301246796446359,110
000100.KS,0.99,0.07318752289413777,0.04042591844926579,55
000120.KS,0.01,3.5039437392641544e-08,0.02273823420248387,5220
000120.KS,0.02,7.13154912751483e-08,0.022971432940392153,5167
000120.KS,0.03,1.1609074981052189e-07,0.023209457206563863,5114
000120.KS,0.04,0.001691259686206732,0.021744923108896457,5062
000120.KS,0.05,0.00255752971716756,0.02110298258310426,5009
000120.KS,0.060000000000000005,0.0029027345016122198,0.020981696386560587,4956
000120.KS,0.06999999999999999,0.0032313019532225597,0.020877979073799752,4903
000120.KS,0.08,0.003547882873228712,0.020783763807414195,4851
000120.KS,0.09,0.004030860016766676,0.020527879141914784,4798
000120.KS,0.09999999999999999,0.00445428210441716,0.020331189547428807,4745
000120.KS,0.11,0.004853393652108108,0.020155007887581563,4693
000120.KS,0.12,0.005104827286666864,0.020132461598910453,4640
000120.KS,0.13,0.0055611402337584995,0.019906391531694812,4587
000120.KS,0.14,0.00595245524959776,0.01974528775754272,4534
000120.KS,0.15000000000000002,0.006206103741414,0.019719138902001925,4482
000120.KS,0.16,0.006573189822229064,0.01958618625310119,4429
000120.KS,0.17,0.006944370900121972,0.019450204940446386,4376
000120.KS,0.18000000000000002,0.007194173918390946,0.019432838781309168,4324
000120.KS,0.19,0.007547264228385363,0.01931888626183594,4271
000120.KS,0.2,0.00787398705562638,0.019232867142210324,4218
000120.KS,0.21000000000000002,0.008230415650823813,0.019119043435734877,4165
000120.KS,0.22,0.0084388686458647,0.019155455793116845,4112
000120.KS,0.23,0.008733668674029652,0.019104102258165005,4060
000120.KS,0.24000000000000002,0.008968672797924425,0.019120181857583175,4007
000120.KS,0.25,0.0092736249079794,0.019069907357588834,3954
000120.KS,0.26,0.009506687923941036,0.019089504654064355,3902
000120.KS,0.27,0.009852304458883025,0.01900453823801507,3849
000120.KS,0.28,0.010050319621171413,0.019070404470545307,3796
000120.KS,0.29000000000000004,0.010314554513603004,0.019069519494652954,3744
000120.KS,0.3,0.01058211065727558,0.0190737646941427,3691
000120.KS,0.31,0.010951547936786392,0.018979724867554445,3638
000120.KS,0.32,0.011274160957793256,0.0189353521366595,3585
000120.KS,0.33,0.011539968675544628,0.018946396371415156,3533
000120.KS,0.34,0.01186962177292778,0.018902450150489296,3480
000120.KS,0.35000000000000003,0.012125132524605616,0.018937442587169985,3427
000120.KS,0.36000000000000004,0.012380394343656446,0.01897170238212637,3375
000120.KS,0.37,0.012658398314519932,0.0189941126576459,3322
000120.KS,0.38,0.012903386746587055,0.019055189928282184,3269
000120.KS,0.39,0.013141025359910633,0.01912946869972109,3216
000120.KS,0.4,0.013385220413837101,0.01919772873301178,3164
000120.KS,0.41000000000000003,0.013707335393510668,0.019199940563659063,3111
000120.KS,0.42000000000000004,0.01400167429219932,0.019235707011436502,3058
000120.KS,0.43,0.014265234904116948,0.019302314823458074,3006
000120.KS,0.44,0.0145562586744345,0.01935482102020787,2953
000120.KS,0.45,0.014832862182884723,0.019429236476678356,2900
000120.KS,0.46,0.015129744605083543,0.0194911627272064,2847
000120.KS,0.47000000000000003,0.01545632200675623,0.019523668381998413,2795
000120.KS,0.48000000000000004,0.01581633199676379,0.01953736868421842,2742
000120.KS,0.49,0.016115922659083806,0.019620081127500744,2689
000120.KS,0.5,0.0164207302123274,0.01970647808754327,2636
000120.KS,0.51,0.016765934565174105,0.01975450123956914,2584
000120.KS,0.52,0.017164576842986196,0.019765854144437687,2531
000120.KS,0.53,0.01757506083066125,0.01977433483847327,2478
000120.KS,0.54,0.017964651570788692,0.019804260790990756,2426
000120.KS,0.55,0.01829319526693184,0.019914905285526863,2373
000120.KS,0.56,0.01869204684326432,0.01996710501766501,2320
000120.KS,0.5700000000000001,0.0189879002668107,0.020135079194324598,2267
000120.KS,0.5800000000000001,0.019355453621429597,0.020236227463491737,2215
000120.KS,0.59,0.019664375103720447,0.02041959755429873,2162
000120.KS,0.6,0.020070764082853756,0.020521266603896613,2109
000120.KS,0.61,0.02051220057949084,0.020592817108663813,2057
000120.KS,0.62,0.020906712782278864,0.020737361304251335,2004
000120.KS,0.63,0.021370652080364247,0.020830380190721864,1951
000120.KS,0.64,0.02182737727218042,0.020949463885169738,1898
000120.KS,0.65,0.02222321622030908,0.021138423901673153,1846
000120.KS,0.66,0.022644256248244222,0.021335640746409184,1793
000120.KS,0.67,0.023074310182758958,0.021548523057871277,1740
000120.KS,0.68,0.02353049530454401,0.021748907190622314,1688
000120.KS,0.6900000000000001,0.02409748175989769,0.021877940965506847,1635
000120.KS,0.7000000000000001,0.02457124243795596,0.022129934878231762,1582
000120.KS,0.7100000000000001,0.025064691592117102,0.022395400258311337,1529
000120.KS,0.72,0.025558111977519404,0.022681052792597654,1477
000120.KS,0.73,0.026177061263819478,0.02289459433715635,1424
000120.KS,0.74,0.02681578004740124,0.02312801010285559,1371
000120.KS,0.75,0.0275301095977428,0.023332470321208602,1318
000120.KS,0.76,0.028170819683144884,0.02363871843500145,1266
000120.KS,0.77,0.028848109059445636,0.023981738856010452,1213
000120.KS,0.78,0.029456839749375897,0.024455031315036253,1160
000120.KS,0.79,0.030109762825366152,0.02493485461145256,1108
000120.KS,0.8,0.031055159795593784,0.02522052988743324,1055
000120.KS,0.81,0.03200276728913711,0.025583387734507988,1002
000120.KS,0.8200000000000001,0.032764042481673646,0.026228785681473327,949
000120.KS,0.8300000000000001,0.03372391566198686,0.026761971747686842,897
000120.KS,0.8400000000000001,0.03467208321899921,0.027468786817168123,844
000120.KS,0.85,0.03620535992737013,0.027735586862008135,791
000120.KS,0.86,0.037642871130903394,0.02819428236392096,739
000120.KS,0.87,0.03881139097623627,0.029160403422698464,686
000120.KS,0.88,0.04036529793973952,0.029987020375801098,633
000120.KS,0.89,0.04241028972098315,0.030580896636186895,580
000120.KS,0.9,0.044325052756145684,0.0315861629572215,528
000120.KS,0.91,0.04666708293756001,0.0326249179406677,475
000120.KS,0.92,0.048790066998608515,0.034480627547390535,422
000120.KS,0.93,0.05210605743375463,0.03578650420806031,370
000120.KS,0.9400000000000001,0.05652898696066846,0.037043533751037944,317
000120.KS,0.9500000000000001,0.0606245320731933,0.03999749345401227,264
000120.KS,0.9600000000000001,0.0666912886041873,0.04321284934162541,211
000120.KS,0.97,0.07531791167943228,0.047489513103463984,159
000120.KS,0.98,0.08758998795513372,0.056185246093927825,106
000120.KS,0.99,0.11616041746587974,0.07127285128312826,53
000150.KS,0.01,4.788596831103092e-08,0.02571602741846617,5272
000150.KS,0.02,1.413817497548099e-07,0.025977085001197314,5219
000150.KS,0.03,3.5649049532724994e-07,0.02624337815469018,5166
000150.KS,0.04,0.0016272565063621,0.02488343217605282,5112
000150.KS,0.05,0.00273917946457375,0.024025956448921082,5059
000150.KS,0.060000000000000005,0.0033388830557658,0.023677377282474658,5006
000150.KS,0.06999999999999999,0.0037878863213383494,0.023478874691505808,4953
000150.KS,0.08,0.0040080438417171,0.0235161970657451,4899
000150.KS,0.09,0.00420721794465805,0.023573157294389795,4846
000150.KS,0.09999999999999999,0.0044116343837927,0.02362836620637741,4793
000150.KS,0.11,0.004728187954372175,0.023573912919607868,4740
000150.KS,0.12,0.0050125909149503,0.02355957002738762,4686
000150.KS,0.13,0.0056657721444898,0.02317202858754651,4633
000150.KS,0.14,0.00619200062338035,0.022911257332416363,4580
000150.KS,0.15000000000000002,0.006791143985662326,0.02257670880055651,4527
000150.KS,0.16,0.0073255523450374,0.022311234385006987,4473
000150.KS,0.17,0.00754717714940185,0.022355838456323374,4420
000150.KS,0.18000000000000002,0.0078126764149011,0.022360216787877727,4367
000150.KS,0.19,0.008068614287635851,0.02237744245586066,4314
000150.KS,0.2,0.0084151180642091,0.022312223507736866,4260
000150.KS,0.21000000000000002,0.008744466736634324,0.022261739381318212,4207
000150.KS,0.22,0.00905881494990615,0.022229234867375,4154
000150.KS,0.23,0.00934589693928365,0.0222274520201051,4101
000150.KS,0.24000000000000002,0.0095694422487325,0.022299188763860497,4047
000150.KS,0.25,0.0099010806418122,0.022261350327979882,3994
000150.KS,0.26,0.01030541029237075,0.02215378492278674,3941
000150.KS,0.27,0.01078458207959495,0.02197337680934709,3888
000150.KS,0.28,0.011132098439424603,0.021932560146311383,3834
000150.KS,0.29000000000000004,0.011474755975350302,0.021894692285378364,3781
000150.KS,0.3,0.01174182552814345,0.02193683763348059,3728
000150.KS,0.31,0.01217058618376495,0.02182144338054772,3675
000150.KS,0.32,0.0125263238355269,0.02178818617734822,3621
000150.KS,0.33,0.012959167613279674,0.02167564837261669,3568
000150.KS,0.34,0.0133252359868633,0.021633556954034013,3515
000150.KS,0.35000000000000003,0.0136992989451133,0.021587834068694224,3462
000150.KS,0.36000000000000004,0.0140847041228759,0.021541085030651753,3408
000150.KS,0.37,0.0143887556292841,0.021575000749504785,3355
000150.KS,0.38,0.0145784285353552,0.02173003847962464,3302
000150.KS,0.39,0.0148763625835996,0.021783868289657723,3249
000150.KS,0.4,0.0153394785647942,0.021685928996504705,3195
000150.KS,0.41000000000000003,0.0157999884437494,0.02158783183291308,3142
000150.KS,0.42000000000000004,0.01635498681419345,0.02139839420008684,3089
000150.KS,0.43,0.016728817013863275,0.0213950574672486,3036
000150.KS,0.44,0.0170459339085463,0.021462362059905187,2982
000150.KS,0.45,0.0174254311165227,0.021475167761602524,2928
000150.KS,0.46,0.017778199951293552,0.021507756193148507,2876
000150.KS,0.47000000000000003,0.018173033968127274,0.021512820445866266,2823
000150.KS,0.48000000000000004,0.0185190096697557,0.021582996669427614,2769
000150.KS,0.49,0.018779764366566924,0.021741236486270996,2716
000150.KS,0.5,0.019125117437591148,0.021825540916905597,2663
000150.KS,0.51,0.0194445259799955,0.021945876750242694,2610
000150.KS,0.52,0.0198027129749622,0.02204702557417593,2556
000150.KS,0.53,0.020308841895572124,0.022001533462171558,2503
000150.KS,0.54,0.020877535163463,0.02190270380598528,2450
000150.KS,0.55,0.021277656398455476,0.021982279090665833,2397
000150.KS,0.56,0.021622713811548205,0.022139926381866515,2343
000150.KS,0.5700000000000001,0.022059930387865752,0.022209596135799158,2290
000150.KS,0.5800000000000001,0.0225687255327539,0.022220929632523357,2237
000150.KS,0.59,0.02298960448652235,0.02233386179015408,2184
000150.KS,0.6,0.0235767170214412,0.02230500806617543,2130
000150.KS,0.61,0.024001192871161,0.02244508784459019,2077
000150.KS,0.62,0.02439782416819385,0.02263121988299418,2024
000150.KS,0.63,0.024859002345863874,0.022773022669422344,1971
000150.KS,0.64,0.0255334967897433,0.022730224212648968,1917
000150.KS,0.65,0.02608987574635175,0.02281190823778822,1864
000150.KS,0.66,0.0266681434218836,0.022905559827575285,1810
000150.KS,0.67,0.027292168458886726,0.022949757022508538,1758
000150.KS,0.68,0.0277790231584503,0.023182447551880626,1704
000150.KS,0.6900000000000001,0.028493347114276948,0.02319955551020165,1651
000150.KS,0.7000000000000001,0.02927048287387475,0.023177738091552654,1598
000150.KS,0.7100000000000001,0.029940111998978208,0.023291737980319124,1545
000150.KS,0.72,0.0307718435074954,0.023289036597432096,1491
000150.KS,0.73,0.03162668445660805,0.023273662285887682,1438
000150.KS,0.74,0.0324658691471018,0.023308831318537757,1385
000150.KS,0.75,0.03319794632706355,0.02349023071399328,1332
000150.KS,0.76,0.0340666081568791,0.02359538485650156,1278
000150.KS,0.77,0.034891121131168074,0.02377508623383037,1225
000150.KS,0.78,0.0357851084654974,0.023936935960623733,1172
000150.KS,0.79,0.03677662896718455,0.024055960599987415,1119
000150.KS,0.8,0.0377404255769974,0.024283174419024903,1065
000150.KS,0.81,0.03868771168953865,0.02458302027141404,1012
000150.KS,0.8200000000000001,0.0398011308557529,0.024801344391346312,959
000150.KS,0.8300000000000001,0.041158090965601676,0.024860501711308318,906
000150.KS,0.8400000000000001,0.04237353328865281,0.025179782465774864,852
000150.KS,0.85,0.043548268137666275,0.025635794833324135,799
000150.KS,0.86,0.04468629917525095,0.026283653084567777,746
000150.KS,0.87,0.04651210177747795,0.0264021480618222,693
000150.KS,0.88,0.0483963153460109,0.02667141427035581,639
000150.KS,0.89,0.05078982359253755,0.026591019513075013,586
000150.KS,0.9,0.053143198708574854,0.02676876276416443,533
000150.KS,0.91,0.055059761173007,0.027695253972341804,480
000150.KS,0.92,0.0576290923649907,0.028461071256794996,426
000150.KS,0.93,0.06145271724868963,0.028365056793429613,373
000150.KS,0.9400000000000001,0.06544885058871945,0.028781349309617545,320
000150.KS,0.9500000000000001,0.06895033793133654,0.030645272988817113,267
000150.KS,0.9600000000000001,0.07364648730417522,0.033178203219060634,213
000150.KS,0.97,0.08035722280938773,0.0363628148785463,160
000150.KS,0.98,0.0933879922110568,0.03799419749314118,107
000150.KS,0.99,0.11796663095147367,0.03950581752251564,54
000210.KS,0.01,6.3431890676784e-08,0.02478516473379548,5130
000210.KS,0.02,2.2789823897500992e-07,0.025038805942996747,5078
000210.KS,0.03,0.001241889861249005,0.024047761146738098,5026
000210.KS,0.04,0.001951058809735652,0.023587081490336444,4974
000210.KS,0.05,0.002401169090668025,0.023383569537002886,4922
000210.KS,0.060000000000000005,0.002926572662070583,0.023101170293017777,4871
000210.KS,0.06999999999999999,0.003377810697279927,0.022896416502729604,4819
000210.KS,0.08,0.003738486766133192,0.022783407887276882,4767
000210.KS,0.09,0.004183540996063965,0.02258706805653229,4715
000210.KS,0.09999999999999999,0.00456795711735728,0.022452386972200495,4663
000210.KS,0.11,0.004897964725929505,0.022368409414004066,4612
000210.KS,0.12,0.005277362760012668,0.022242007200991808,4560
000210.KS,0.13,0.005849580408824854,0.021922947129391523,4508
000210.KS,0.14,0.006179707822401826,0.02184647528206108,4456
000210.KS,0.15000000000000002,0.006526945683650806,0.021755382068796934,4404
000210.KS,0.16,0.0069204371666804045,0.02161451069200152,4353
000210.KS,0.17,0.007235657468344395,0.021558472251377046,4301
000210.KS,0.18000000000000002,0.00747196709326901,0.02158456080089261,4249
000210.KS,0.19,0.007761549100469481,0.021560758605988193,4197
000210.KS,0.2,0.00809712787659928,0.0214937263554999,4145
000210.KS,0.21000000000000002,0.008388355129304621,0.021473662968367224,4093
000210.KS,0.22,0.008700027450441176,0.021431145682048663,4042
000210.KS,0.23,0.009049745781450411,0.02135820216392651,3990
000210.KS,0.24000000000000002,0.009322824037489385,0.02136562193928502,3938
000210.KS,0.25,0.009661917346158825,0.021309929447822153,3886
000210.KS,0.26,0.010037850778096253,0.02122044962468755,3834
000210.KS,0.27,0.010439897131382943,0.02110152043867839,3783
000210.KS,0.28,0.010827568556923189,0.02100496787014001,3731
000210.KS,0.29000000000000004,0.011211201405121987,0.02091540280905856,3679
000210.KS,0.3,0.01156450876177617,0.020859390140347,3627
000210.KS,0.31,0.011907146423539605,0.020817363802490635,3575
000210.KS,0.32,0.012219627361567004,0.020803791126258714,3524
000210.KS,0.33,0.012578796218131157,0.020753531990711577,3472
000210.KS,0.34,0.012987239269087137,0.020657492139952,3420
000210.KS,0.35000000000000003,0.013339669205139962,0.020621217874013248,3368
