,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
,047040.KS,047040.KS,047040.KS,047040.KS,047040.KS,375500.KS,375500.KS,375500.KS,375500.KS,375500.KS,028260.KS,028260.KS,028260.KS,028260.KS,028260.KS,000720.KS,000720.KS,000720.KS,000720.KS,000720.KS,028050.KS,028050.KS,028050.KS,028050.KS,028050.KS,052690.KS,052690.KS,052690.KS,052690.KS,052690.KS,300720.KS,300720.KS,300720.KS,300720.KS,300720.KS,006360.KS,006360.KS,006360.KS,006360.KS,006360.KS
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-13,,,,,,,,,,,,,,,,236759.609375,244637.0195830801,236321.9782776685,237634.871569663,36871.0,5442.6962890625,5479.721433886055,5339.025883556548,5346.4309125212585,464000.0,,,,,,,,,,,3449.556396484375,3463.5409795138485,3314.371037733053,3440.2332598903868,542129.0
2000-01-14,,,,,,,,,,,,,,,,237197.28125,242886.51172142767,236759.65007743333,236759.65007743333,37467.0,5405.671875,5553.772474315068,5294.596425513699,5457.507084760274,657300.0,,,,,,,,,,,3337.67822265625,3496.1712756402467,3319.0319524554293,3496.1712756402467,189632.0
2000-01-17,,,,,,,,,,,,,,,,235009.140625,239823.1090634288,234571.50942405764,238072.5590315967,37002.0,5368.6455078125,5546.366186691811,5339.025394665949,5516.746073545259,563400.0,,,,,,,,,,,3393.6171875,3393.6171875,3300.385832258494,3305.047521882064,234819.0
2000-01-18,,,,,,,,,,,,,,,,230632.78125,237197.27386209904,229757.5189321281,236322.0115442272,34790.0,5257.57080078125,5516.746826171875,5227.95068359375,5368.646240234375,667100.0,,,,,,,,,,,3216.478515625,3347.0021959967744,3174.5245190274723,3319.0327836907427,376802.0
2000-01-19,,,,,,,,,,,,,,,,218816.703125,229757.53323563767,218816.703125,226256.4585181314,69792.0,4924.34423828125,5257.57054011983,4887.319093632518,5183.520250822368,685500.0,,,,,,,,,,,3076.6318359375,3281.740625,3057.9855602297225,3263.0943492922224,304419.0
2000-01-20,,,,,,,,,,,,,,,,212252.21875,218816.73804647903,202186.64940533557,218379.08156239017,43401.0,4739.21875,4990.98974609375,4524.472900390625,4894.724365234375,522800.0,,,,,,,,,,,3025.35400390625,3076.63137630357,2796.9375261948767,2988.0617017850363,628004.0
2000-01-21,,,,,,,,,,,,,,,,211814.5625,225381.2055200608,203937.16297901212,210064.03768246807,75230.0,4776.24365234375,5035.419664486434,4591.11792938469,4598.522958303052,540400.0,,,,,,,,,,,3030.016357421875,3235.1251607507875,2838.892139984973,2983.400664910061,523176.0
2000-01-24,,,,,,,,,,,,,,,,210720.484375,218379.05567562013,208751.131342311,210064.0375687808,48441.0,4813.2685546875,5050.229468149038,4739.218269230769,4739.218269230769,580300.0,,,,,,,,,,,3169.86279296875,3305.0481624066183,2964.7540154099597,3030.015976726904,704564.0
2000-01-25,,,,,,,,,,,,,,,,213127.453125,221004.8651495741,210501.66593551688,212689.8219267528,58692.0,4702.19384765625,4924.344738096703,4665.168699249508,4724.408936700295,450600.0,,,,,,,,,,,3099.939208984375,3174.524303401006,3034.6772513698224,3123.2469291280604,603055.0
2000-01-26,,,,,,,,,,,,,,,,224068.34375,233696.2820708091,214440.4054291909,215315.6679623433,101520.0,4813.2685546875,4953.964097055288,4754.028326322115,4813.2685546875,595500.0,,,,,,,,,,,3286.401611328125,3309.709330833694,3099.939124114523,3123.2468436200925,673833.0
2000-01-27,,,,,,,,,,,,,,,,242886.53125,253827.3871280167,223193.02598885808,227569.36329445217,124662.0,5331.62109375,5442.696533203125,4902.12939453125,4924.344482421875,1301200.0,,,,,,,,,,,3752.558349609375,3775.86607158938,3291.063407131727,3291.063407131727,1137154.0
2000-01-28,,,,,,,,,,,,,,,,229757.53125,248575.74777731663,229757.53125,243324.1483604741,80181.0,5190.92626953125,5398.267119098832,5094.660875089158,5257.571542606544,631100.0,,,,,,,,,,,3687.296630859375,3883.082288361235,3640.6809400915377,3752.558597934348,1088327.0
2000-01-31,,,,,,,,,,,,,,,,234133.875,245074.7053290719,224068.3070607639,225381.2006455176,120209.0,5131.685546875,5287.191169507576,4961.369864944083,5102.065428278319,651700.0,,,,,,,,,,,3869.09716796875,4078.867381832141,3640.6804366536303,3691.957567546056,1289631.0
2000-02-01,,,,,,,,,,,,,,,,232383.296875,245074.67567620965,231945.66573303335,245074.67567620965,51203.0,5198.3310546875,5331.621594551282,5094.660634793448,5331.621594551282,592900.0,,,,,,,,,,,3911.05126953125,3999.62095031631,3733.9119079611305,3962.328401833541,822456.0
2000-02-02,,,,,,,,,,,,,,,,233696.25,236322.0372391129,229757.5439132678,232383.33115238068,68666.0,5479.72119140625,5479.72119140625,5131.684845465583,5183.520045924832,969500.0,,,,,,,,,,,4032.251220703125,4055.5591819693886,3822.4810316447233,3822.4810316447233,741506.0
2000-02-03,,,,,,,,,,,,,,,,231508.0625,238072.55564892624,230195.1689158272,235446.76848058065,49035.0,5361.24072265625,5701.8720392891055,5361.24072265625,5635.226781687024,779100.0,,,,,,,,,,,3962.328125,4102.175172039775,3939.020405688212,4055.559489693184,399503.0
2000-02-04,,,,,,,,,,,,,,,,231508.0625,231508.0625,231508.0625,231508.0625,0.0,5361.24072265625,5361.24072265625,5361.24072265625,5361.24072265625,0.0,,,,,,,,,,,3962.328125,3962.328125,3962.328125,3962.328125,0.0
2000-02-07,,,,,,,,,,,,,,,,228444.609375,235884.3898309465,225818.8223162385,231508.0528382829,78508.0,5279.7861328125,5420.481695958976,5257.571043894635,5361.24145884467,667300.0,,,,,,,,,,,3729.25048828125,3957.6672424596495,3729.25048828125,3957.6672424596495,780696.0
2000-02-08,,,,,,,,,,,,,,,,223192.984375,229757.5017234823,223192.984375,227569.32086463543,45508.0,5176.11572265625,5457.506849209809,5131.685544779372,5190.925781948543,935100.0,,,,,,,,,,,3636.0185546875,3715.2650866835975,3603.3874577081688,3682.6342334272617,447259.0
2000-02-09,,,,,,,,,,,,,,,,218816.703125,226256.4585181314,217941.4155245772,223193.01498680573,54999.0,4961.36962890625,5257.57080078125,4961.36962890625,5190.925537109375,721500.0,,,,,,,,,,,3482.187255859375,3682.634570950375,3463.5409826544906,3636.018887938164,454754.0
2000-02-10,,,,,,,,,,,,,,,,212252.21875,215753.29402625115,212252.21875,214878.0315142048,50527.0,4746.62353515625,4939.15428697226,4739.21850624025,4879.914055644257,523000.0,,,,,,,,,,,3216.478515625,3430.910432914869,3216.478515625,3328.3559211260867,592776.0
2000-02-11,,,,,,,,,,,,,,,,205250.0625,211814.555579324,204812.43130991588,210064.03081898743,60341.0,4850.294921875,4961.3703781011445,4665.169161498092,4776.244617724236,790100.0,,,,,,,,,,,3006.70751953125,3305.047621580676,2988.0614916434706,3216.4779532909865,794616.0
2000-02-14,,,,,,,,,,,,,,,,198247.9375,203499.5373238646,196935.031237018,201311.36862824907,53682.0,4650.35888671875,4946.560089694467,4642.953856644357,4813.269548355394,595300.0,,,,,,,,,,,2983.3994140625,3113.923054647965,2983.3994140625,3030.0150870297966,993885.0
2000-02-15,,,,,,,,,,,,,,,,193871.609375,201311.3782500692,192996.3469005327,194746.88446349965,58511.0,4665.16845703125,4702.193603515625,4487.44775390625,4583.713134765625,750000.0,,,,,,,,,,,2983.3994140625,3076.630759997093,2936.783741095204,2960.091699440334,596524.0
2000-02-16,,,,,,,,,,,,,,,,196935.03125,206562.9684657304,190370.5377767524,196935.03125,58960.0,4665.16845703125,4924.344482421875,4480.042724609375,4872.50927734375,472100.0,,,,,,,,,,,3071.97021484375,3239.786456297993,2983.400525083925,3076.631905737981,562795.0
2000-02-17,,,,,,,,,,,,,,,,192558.6875,196716.1962596821,190370.5190198371,194746.8559801629,46170.0,4657.76318359375,4665.168212502484,4494.852547601599,4517.067634327802,514400.0,,,,,,,,,,,3030.016357421875,3123.2474987224346,2960.092940515688,3030.016357421875,373697.0
2000-02-18,,,,,,,,,,,,,,,,183806.046875,192558.72238116,183806.046875,192558.72238116,57299.0,4828.080078125,5139.09137150115,4657.764369847584,4665.169400642255,1467900.0,,,,,,,,,,,2997.384521484375,3030.015620164444,2918.1379853579365,3030.015620164444,476812.0
2000-02-21,,,,,,,,,,,,,,,,170677.0,179429.66052137033,169145.27841709627,175928.59883562807,48094.0,4368.96728515625,4672.573486328125,4368.96728515625,4642.953369140625,668700.0,,,,,,,,,,,2773.62939453125,2983.399568132691,2773.62939453125,2936.7838927580447,396826.0
2000-02-22,,,,,,,,,,,,,,,,169582.953125,174834.55291938633,162362.0002542109,164550.15632351217,57266.0,4169.03076171875,4443.016797568827,4146.815677730906,4368.966517609347,616000.0,,,,,,,,,,,2936.78466796875,2936.78466796875,2596.490513492281,2750.3221609734187,565793.0
2000-02-23,,,,,,,,,,,,,,,,194965.671875,194965.671875,171552.27793006375,173083.99965280844,86508.0,4642.953125,4791.053703149921,4220.866477272727,4228.271506180224,1434500.0,,,,,,,,,,,3123.246826171875,3374.971267807018,2848.2146651613725,2983.4000224736906,1553575.0
2000-02-24,,,,,,,,,,,,,,,,178554.421875,192121.05189280884,175272.1753220205,192121.05189280884,68430.0,4272.70263671875,4472.638462007149,4220.867422755091,4368.968034079831,971000.0,,,,,,,,,,,2890.169189453125,3048.662281945526,2866.861224030511,2936.784632852274,523712.0
2000-02-25,,,,,,,,,,,,,,,,178554.421875,185118.92759499003,170677.02257943057,175490.9909179504,52083.0,4368.96728515625,4405.992431640625,4146.81640625,4220.86669921875,643300.0,,,,,,,,,,,2796.937255859375,3030.0154011348213,2773.6295388210265,2801.5987017778484,515360.0
2000-02-28,,,,,,,,,,,,,,,,170677.0,176803.8611035563,168707.64728313216,170895.81556698206,46515.0,4198.6513671875,4354.15697337963,4109.791020791998,4146.816165123457,612900.0,,,,,,,,,,,2843.552978515625,2927.460956155706,2703.7059429105,2750.321621445541,723303.0
2000-02-29,,,,,,,,,,,,,,,,172427.5625,177241.53090940838,169801.7626961437,174615.73110555208,44580.0,4213.46142578125,4405.992176344189,4176.436281442223,4405.992176344189,522300.0,,,,,,,,,,,2796.937255859375,2978.7382774166604,2750.3215780596875,2955.4303166553213,440941.0
2000-03-01,,,,,,,,,,,,,,,,172427.5625,172427.5625,172427.5625,172427.5625,0.0,4213.46142578125,4213.46142578125,4213.46142578125,4213.46142578125,0.0,,,,,,,,,,,2796.937255859375,2796.937255859375,2796.937255859375,2796.937255859375,0.0
2000-03-02,,,,,,,,,,,,,,,,174396.875,177241.5025620807,170895.81335948175,175272.14987065145,60657.0,4287.51220703125,4368.967533935125,4146.816642379102,4213.461909845909,680100.0,,,,,,,,,,,2857.53759765625,2913.4764126312525,2773.629618916744,2843.553015773998,560332.0
2000-03-03,,,,,,,,,,,,,,,,170677.0,178554.3982534421,170020.55329905383,178554.3982534421,43293.0,4124.6015625,4354.157484290844,4117.196532764811,4302.322276144524,687400.0,,,,,,,,,,,2689.7216796875,2913.4767194263814,2661.752269254762,2857.537898560905,664839.0
2000-03-06,,,,,,,,,,,,,,,,181617.875,192558.7192020697,168926.5058168251,170677.04341196278,104145.0,4591.1171875,4731.812714213709,4154.220551915322,4154.220551915322,1523200.0,,,,,,,,,,,2890.169189453125,2960.092598274888,2694.3833035399343,2727.0144063869857,885738.0
2000-03-07,,,,,,,,,,,,,,,,180961.390625,194746.847678146,177241.513197122,181617.83735685557,80874.0,4628.1435546875,4739.219,4331.9423671875,4509.6630796875,1316400.0,,,,,,,,,,,2913.476806640625,3062.646756357572,2773.629994013676,2890.169085777144,890021.0
2000-03-08,,,,,,,,,,,,,,,,188838.8125,193871.596625277,181617.8597184246,183806.028374723,132922.0,4813.2685546875,5235.355181790866,4517.067412860577,4576.307641225962,2642500.0,,,,,,,,,,,2974.076904296875,3030.015723609893,2820.245273047584,2880.845782498195,853722.0
2000-03-09,,,,,,,,,,,,,,,,196935.03125,210939.30585724997,192996.33768885775,193871.600121549,166916.0,4850.294921875,5065.040803912214,4746.624496063932,4887.320073950382,1153800.0,,,,,,,,,,,3034.67724609375,3309.7094156923736,2843.553307567954,3067.308346705805,1845145.0
2000-03-10,,,,,,,,,,,,,,,,191245.8125,208751.15057704036,189057.64366361592,205687.7192517156,84103.0,4613.3330078125,4998.394510872291,4591.117921097512,4953.964337442316,861700.0,,,,,,,,,,,2936.78466796875,3216.4785503232683,2913.476945990474,3188.509137715512,803396.0
2000-03-13,,,,,,,,,,,,,,,,187744.75,196935.0439793908,185994.21240743544,191245.81257109655,57314.0,4672.57373046875,4879.914561614749,4628.143552366036,4805.864264776892,1075000.0,,,,,,,,,,,2936.78466796875,3016.0312151625376,2848.214983239044,3016.0312151625376,562902.0
2000-03-14,,,,,,,,,,,,,,,,179429.703125,185994.20953522035,178335.62503031277,183806.04073181355,49338.0,4591.1171875,4813.268019153225,4524.471938004032,4591.1171875,949800.0,,,,,,,,,,,2960.092529296875,2983.4002504533178,2843.5534360685942,2866.861157225037,428092.0
2000-03-15,,,,,,,,,,,,,,,,178992.078125,185994.21601711976,176147.46236564603,179429.70937812634,39113.0,4361.56201171875,4554.092762660494,4309.726809542127,4554.092762660494,621400.0,,,,,,,,,,,2936.78466796875,2955.4309430405874,2866.861258310881,2866.861258310881,299493.0
2000-03-16,,,,,,,,,,,,,,,,176803.875,183806.01153586828,175490.98149491675,181617.84308003256,34894.0,4235.67724609375,4509.663361662751,4206.057125491696,4450.423120458643,589300.0,,,,,,,,,,,2848.21484375,2983.4002095387045,2843.5533970718525,2936.784524142077,229465.0
2000-03-17,,,,,,,,,,,,,,,,181617.875,188620.0127665181,178554.44366903347,179648.53439625673,73962.0,4398.5869140625,4509.662341185291,4309.726572364268,4309.726572364268,753000.0,,,,,,,,,,,2936.78466796875,3071.97004037805,2894.830670918637,2918.1383928969126,851473.0
2000-03-20,,,,,,,,,,,,,,,,179429.703125,186869.4720109701,178554.44064925023,185775.3939162829,44447.0,4428.20849609375,4583.714145622126,4420.803465163827,4524.473898182745,715800.0,,,,,,,,,,,2885.5068359375,3020.6921756716497,2848.214294807668,2936.7839581295275,519536.0
2000-03-21,,,,,,,,,,,,,,,,176366.234375,179429.6650032988,175709.78765765662,177241.50927882086,34272.0,4287.51220703125,4480.042979713137,4280.107177312716,4480.042979713137,384800.0,,,,,,,,,,,2834.2294921875,2955.42999766196,2820.2446684955457,2890.1682995093884,674904.0
2000-03-22,,,,,,,,,,,,,,,,175928.625,178116.7936092777,175272.17820142605,176585.07179857395,48749.0,4428.20849609375,4517.068867252822,4324.538063074833,4368.968248654369,654400.0,,,,,,,,,,,2852.876953125,2890.1695069190905,2834.230676227955,2890.1695069190905,419633.0
2000-03-23,,,,,,,,,,,,,,,,173302.78125,176585.0270246732,172427.51907382795,176366.2114806302,48415.0,4354.15673828125,4480.04222221115,4331.941652881856,4405.991937546502,463300.0,,,,,,,,,,,2806.26025390625,2866.8605102147994,2796.937118803168,2866.8605102147994,395969.0
2000-03-24,,,,,,,,,,,,,,,,172208.703125,175053.31780490078,171552.24388038597,173740.41192970073,32826.0,4294.916015625,4428.206512661638,4243.080822332974,4368.966291756466,552500.0,,,,,,,,,,,2787.6142578125,2838.891384060162,2750.321713733108,2806.260529852196,306667.0
2000-03-27,,,,,,,,,,,,,,,,175490.96875,178773.21488836745,166300.6644257358,170239.3698830003,56834.0,4331.9423828125,4339.347412526709,4220.866937099358,4339.347412526709,486000.0,,,,,,,,,,,2787.6142578125,2866.8607921197063,2731.6754416934123,2787.6142578125,526603.0
2000-03-28,,,,,,,,,,,,,,,,171333.46875,175053.35909546958,170677.0219645751,172865.19053002234,42702.0,4280.107421875,4346.752693149871,4257.892331450044,4294.917482158305,412900.0,,,,,,,,,,,2768.9677734375,2829.568031057945,2764.3063276465355,2796.93717935224,349498.0
2000-03-29,,,,,,,,,,,,,,,,171333.46875,171333.46875,171333.46875,171333.46875,0.0,4183.841796875,4317.132331996681,4183.841796875,4302.322272538717,417400.0,,,,,,,,,,,2703.706298828125,2815.5839420398697,2689.7217152881703,2796.9376681712456,440834.0
2000-03-30,,,,,,,,,,,,,,,,161049.09375,165863.06232309513,155578.67835712776,155578.67835712776,64931.0,4072.766357421875,4220.866952237216,4043.146238458807,4183.841803533381,439000.0,,,,,,,,,,,2657.091064453125,2750.3221973214027,2643.1062361029035,2750.3221973214027,367166.0
2000-03-31,,,,,,,,,,,,,,,,162799.640625,165863.07190836107,157548.04053522894,157985.67177370447,42064.0,3961.68994140625,4072.7653603241824,3961.6899414062505,4072.7653603241824,383500.0,,,,,,,,,,,2587.16748046875,2703.7063278124324,2587.16748046875,2615.136647848495,360741.0
2000-04-03,,,,,,,,,,,,,,,,187088.28125,187088.28125,187088.28125,187088.28125,51278.0,3843.2099609375,4220.866431087427,3820.994874458093,4080.170883384513,524100.0,,,,,,,,,,,2680.398681640625,2932.123144844001,2591.8289992132204,2708.3680935213374,1504855.0
2000-04-04,,,,,,,,,,,,,,,,186213.015625,194309.23095347136,172865.20048270765,192121.06226204068,207086.0,3746.944580078125,3887.6401275514154,3665.489263119905,3858.02001229388,546400.0,,,,,,,,,,,2493.935546875,2773.6293510113355,2479.950966343521,2773.6293510113355,593633.0
2000-04-05,,,,,,,,,,,,,,,,186213.015625,186213.015625,186213.015625,186213.015625,0.0,3746.944580078125,3746.944580078125,3746.944580078125,3746.944580078125,0.0,,,,,,,,,,,2493.935546875,2493.935546875,2493.935546875,2493.935546875,0.0
2000-04-06,,,,,,,,,,,,,,,,180304.953125,192121.04535951928,177241.52227212576,185994.1836537708,96529.0,3606.24951171875,3746.945077884369,3606.2495117187514,3746.945077884369,389400.0,,,,,,,,,,,2419.35107421875,2563.859579993952,2386.720215646169,2563.859579993952,430769.0
2000-04-07,,,,,,,,,,,,,,,,179429.703125,183368.40949393867,173740.4718045618,178992.07188712512,99711.0,3650.679443359375,3687.70458984375,3591.439208984375,3635.869384765625,519700.0,,,,,,,,,,,2419.35107421875,2447.320486019405,2344.766219806704,2400.70479968498,694927.0
2000-04-10,,,,,,,,,,,,,,,,206344.140625,206344.140625,203499.5252733572,206344.140625,285593.0,3917.2607421875,4043.146248080104,3672.89476016068,3672.89476016068,1193500.0,,,,,,,,,,,2778.29150390625,2778.29150390625,2587.167554797551,2694.3832681872605,1805848.0
2000-04-11,,,,,,,,,,,,,,,,218816.703125,235884.39507022736,210939.29131762637,223193.01498680573,570142.0,3650.679443359375,3909.85546875,3650.679443359375,3850.615234375,476100.0,,,,,,,,,,,2591.828857421875,2950.7692580032226,2568.521137324563,2843.553306854146,1779614.0
2000-04-12,,,,,,,,,,,,,,,,214440.34375,217941.3928756075,205906.4860502136,214440.34375,178101.0,3665.489501953125,3776.56494140625,3643.2744140625,3665.489501953125,380000.0,,,,,,,,,,,2703.706298828125,2703.706298828125,2596.4903459450497,2619.798310142344,885310.0
2000-04-13,,,,,,,,,,,,,,,,214440.34375,214440.34375,214440.34375,214440.34375,0.0,3665.489501953125,3665.489501953125,3665.489501953125,3665.489501953125,0.0,,,,,,,,,,,2703.706298828125,2703.706298828125,2703.706298828125,2703.706298828125,0.0
2000-04-14,,,,,,,,,,,,,,,,227569.359375,227569.359375,205687.69845196276,205687.69845196276,195251.0,3613.65380859375,3695.1091198530353,3480.363299260374,3517.3884407418677,314600.0,,,,,,,,,,,2703.706298828125,2796.9376681712456,2517.2438038649107,2568.52117886514,624578.0
2000-04-17,,,,,,,,,,,,,,,,219691.96875,238510.18571856184,207000.58847867677,207875.8634780276,370371.0,3113.81494140625,3354.478402989373,3087.8973378511446,3332.263314227854,524000.0,,,,,,,,,,,2587.16748046875,2750.3220129837227,2475.289836057653,2493.9361101261693,1093146.0
2000-04-18,,,,,,,,,,,,,,,,227131.71875,240698.36107793052,220129.59460903727,240260.72989587425,226758.0,3221.187744140625,3398.908447265625,3187.8651123046875,3273.02294921875,354900.0,,,,,,,,,,,2615.13671875,2773.630052629453,2573.1827228198977,2750.322087550369,551980.0
2000-04-19,,,,,,,,,,,,,,,,212689.84375,229757.5631451397,210939.31877739693,227131.7504581701,153463.0,3221.187744140625,3361.88330078125,3221.187744140625,3273.02294921875,327300.0,,,,,,,,,,,2517.244140625,2657.091213348598,2517.244140625,2573.1829697144394,416849.0
2000-04-20,,,,,,,,,,,,,,,,217066.140625,226694.0766214532,213346.26314311408,214877.98482037892,235952.0,3235.998291015625,3354.4787776431995,3184.163078116061,3235.998291015625,323200.0,,,,,,,,,,,2703.706298828125,2796.9376681712456,2587.167452733764,2610.4751732080317,1102354.0
2000-04-21,,,,,,,,,,,,,,,,217941.421875,221442.4966945213,212252.1910608169,216190.89707927057,130130.0,3280.427978515625,3324.858154296875,3198.97265625,3295.238037109375,359200.0,,,,,,,,,,,2890.169189453125,2890.169189453125,2657.090997565223,2750.32212808656,1661723.0
2000-04-24,,,,,,,,,,,,,,,,201748.953125,215753.22448831872,199341.969378618,212689.781455448,118025.0,3180.460205078125,3324.8582819093785,3180.460205078125,3295.238163585019,252600.0,,,,,,,,,,,2806.26025390625,2932.1224559363795,2764.3062678038664,2890.168469833996,737437.0
2000-04-25,,,,,,,,,,,,,,,,191245.8125,199123.21274256328,189495.27490808623,196059.78141723853,106925.0,3202.675048828125,3302.6429405256504,3110.112186145232,3139.7323022037576,583700.0,,,,,,,,,,,2824.90673828125,2890.168688950631,2727.0139341386766,2820.245048514796,630039.0
2000-04-26,,,,,,,,,,,,,,,,171114.609375,196934.96913585463,164112.47427987886,193433.907895308,226096.0,2999.03662109375,3324.85788363233,2999.03662109375,3317.452854938272,399900.0,,,,,,,,,,,2750.32177734375,2876.183994661192,2708.3677861456054,2750.32177734375,586137.0
2000-04-27,,,,,,,,,,,,,,,,171989.890625,174834.518177897,153171.6638701706,170676.9972443052,193347.0,2887.96142578125,2999.036865234375,2850.936279296875,2962.01171875,320000.0,,,,,,,,,,,2745.660400390625,2829.568384904833,2680.398445095008,2713.029300881309,362990.0
2000-04-28,,,,,,,,,,,,,,,,177241.546875,182930.7781934922,172865.20926968337,174396.91860172155,133605.0,2976.822265625,2984.227296136505,2858.3417774409204,2858.3417774409204,290800.0,,,,,,,,,,,2801.59912109375,2834.23022229893,2713.029441879597,2745.6605430847776,428735.0
2000-05-01,,,,,,,,,,,,,,,,177241.546875,177241.546875,177241.546875,177241.546875,0.0,2976.822265625,2976.822265625,2976.822265625,2976.822265625,0.0,,,,,,,,,,,2801.59912109375,2801.59912109375,2801.59912109375,2801.59912109375,0.0
2000-05-02,,,,,,,,,,,,,,,,176366.234375,181617.83334180643,168926.46706968595,172865.1726018056,94483.0,2962.011474609375,2995.3341036987304,2906.473759460449,2976.8215319824217,263500.0,,,,,,,,,,,2834.2294921875,2843.5526267411483,2731.675012097372,2750.321281204668,434196.0
2000-05-03,,,,,,,,,,,,,,,,176803.875,183149.56478332667,176803.875,177241.51878239142,76111.0,2965.714599609375,3073.087537672636,2924.986933447449,2947.2020240812267,203700.0,,,,,,,,,,,2852.876953125,2983.400647681251,2834.230676227955,2834.230676227955,597916.0
2000-05-04,,,,,,,,,,,,,,,,177460.328125,181617.83669223415,176803.8687815168,179429.66831335993,54198.0,2962.011474609375,2976.8215319824217,2932.391359863281,2950.90393157959,267200.0,,,,,,,,,,,2890.169189453125,2899.4920831545232,2824.907227482061,2829.568674332761,268976.0
2000-05-05,,,,,,,,,,,,,,,,177460.328125,177460.328125,177460.328125,177460.328125,0.0,2962.011474609375,2962.011474609375,2962.011474609375,2962.011474609375,0.0,,,,,,,,,,,2890.169189453125,2890.169189453125,2890.169189453125,2890.169189453125,0.0
2000-05-08,,,,,,,,,,,,,,,,178773.25,187744.7405180041,178554.43438873472,179429.69683379584,101061.0,3073.0869140625,3169.3522872740964,2969.41651214232,3036.061770519578,594300.0,,,,,,,,,,,2880.845703125,3020.692503831463,2848.2146042299514,2904.1534220017406,682828.0
2000-05-09,,,,,,,,,,,,,,,,178773.25,178773.25,178773.25,178773.25,0.0,3073.0869140625,3073.0869140625,3073.0869140625,3073.0869140625,0.0,,,,,,,,,,,2880.845703125,2880.845703125,2880.845703125,2880.845703125,0.0
2000-05-10,,,,,,,,,,,,,,,,171989.890625,174615.7026144479,168707.64455923386,168707.64455923386,49528.0,3021.251953125,3110.1123046875,3002.7393798828125,3110.1123046875,241500.0,,,,,,,,,,,2960.092529296875,3221.1398836519547,2820.245471189118,2880.8459848973293,716664.0
2000-05-11,,,,,,,,,,,,,,,,171989.890625,171989.890625,171989.890625,171989.890625,0.0,3021.251953125,3021.251953125,3021.251953125,3021.251953125,0.0,,,,,,,,,,,2960.092529296875,2960.092529296875,2960.092529296875,2960.092529296875,0.0
