,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
,017670.KS,017670.KS,017670.KS,017670.KS,017670.KS,036570.KS,036570.KS,036570.KS,036570.KS,036570.KS,035420.KS,035420.KS,035420.KS,035420.KS,035420.KS,032640.KS,032640.KS,032640.KS,032640.KS,032640.KS,352820.KS,352820.KS,352820.KS,352820.KS,352820.KS,251270.KS,251270.KS,251270.KS,251270.KS,251270.KS,030000.KS,030000.KS,030000.KS,030000.KS,030000.KS,259960.KS,259960.KS,259960.KS,259960.KS,259960.KS,035720.KS,035720.KS,035720.KS,035720.KS,035720.KS,030200.KS,030200.KS,030200.KS,030200.KS,030200.KS
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-29,13103.2890625,13171.535156298332,12966.795691472422,13035.041785270754,824739.0,50194.796875,50277.49011532125,48127.4658669687,48375.54558793246,172401.0,32680.9375,32728.231172422395,32231.634423567702,32633.6438275776,544985.0,12862.9306640625,13063.020696614582,12634.256341145832,13034.43640625,1013100.0,,,,,,,,,,,5345.07470703125,5440.309891120894,5237.935124930401,5309.361512997634,413900.0,,,,,,11859.6923828125,11859.6923828125,11521.381031163331,11577.766256438194,913500.0,19948.435546875,20185.35283365499,19782.59344612901,19853.668632163004,684770.0
2007-03-30,13069.1640625,13171.533187899104,13000.91679546986,13103.2871042997,738592.0,51187.109375,51269.80260500808,49037.08539478998,50194.79061490307,69004.0,32633.640625,33012.00127160748,32373.51603190508,32988.35255365717,455242.0,12720.0087890625,13091.604551439608,12691.424499648878,12920.098814957866,641600.0,,,,,,,,,,,5595.06591796875,5595.065917968749,5249.838446434507,5380.786797706117,433375.0,,,,,,11840.8974609375,12085.23344029018,11690.536858258927,11840.8974609375,1102000.0,19995.81640625,20114.275034249116,19853.666052651068,20090.58330864929,441402.0
2007-04-02,13103.2890625,13171.535156298332,13035.041785270754,13103.289062499998,701187.0,50856.33984375,51352.49925685976,49615.94131097561,50442.873666158535,49463.0,32870.109375,32917.40303252944,31971.49973699132,31971.49973699132,675112.0,12777.1796875,12977.26974972036,12748.595392897092,12777.1796875,618600.0,,,,,,,,,,,5404.59619140625,5464.118175893103,5404.59619140625,5452.213778995732,109575.0,,,,,,11840.8974609375,11934.872837611609,11728.127008928572,11784.512234933036,515500.0,19593.056640625,19972.12424189465,19474.598015228235,19972.12424189465,1450383.0
2007-04-03,13000.919921875,13137.413305327882,12898.550771858603,13103.290255322416,1086483.0,50690.9453125,52096.7300927814,50525.55886776101,50856.331757238986,105845.0,32491.755859375,32988.35638529529,32397.16851282632,32586.346974043616,658387.0,13205.939453125,13205.939453125,12634.253762513528,12777.175185166398,946600.0,,,,,,,,,,,5309.361328125,5428.405304091929,5285.552532931615,5428.405304091929,248525.0,,,,,,11822.103515625,11934.873978413156,11652.947821442767,11916.078901281797,736500.0,19024.458984375,19569.36876848537,18977.075524887143,19569.36876848537,1806031.0
2007-04-04,13035.0380859375,13035.0380859375,12830.299862647043,13000.915048722423,1349988.0,52840.97265625,52923.66588419405,50194.7893620403,50773.641957648666,110913.0,33484.95703125,33579.544378137754,32799.17804165408,32964.707782767626,1015728.0,13091.6044921875,13263.110227893014,12920.098756481988,13263.110227893014,597900.0,,,,,,,,,,,5297.45751953125,5356.979514132724,5273.64872169066,5321.266317371839,334750.0,,,,,,12028.8486328125,12104.028936767578,11840.897872924805,12010.05355682373,1064000.0,19285.064453125,19308.75617849739,19142.914100890663,19142.914100890663,1046730.0
2007-04-05,13035.0380859375,13069.162306583152,12932.668974292272,12966.792011507348,798339.0,52179.421875,52840.96763569731,51517.87611430269,52179.421875,87599.0,33201.1875,33674.139361245856,33082.95141874872,33674.139361245856,472374.0,13034.435546875,13263.109854714912,13005.85125839501,13177.356989274944,551600.0,,,,,,,,,,,5333.169921875,5333.169921875,5273.647936139789,5273.647936139789,168425.0,,,,,,12047.6435546875,12254.389387919267,11991.258327442472,12254.389387919267,928500.0,19782.58984375,19853.66501684132,19379.83052956587,19427.213978293414,1049266.0
2007-04-06,13035.0380859375,13103.285343798228,12966.792011507348,13000.915048722423,759314.0,52840.97265625,53833.29139157864,51765.96069297731,52840.97265625,75119.0,32846.47265625,33272.12703380103,32751.881538531976,33201.18463754252,479309.0,12891.513671875,13120.187972041296,12605.670796667127,13034.435109478934,756600.0,,,,,,,,,,,5297.45751953125,5356.979514132724,5261.744322770365,5356.979514132724,325775.0,,,,,,11897.283203125,12198.004421529424,11897.283203125,12160.414269228871,700500.0,19687.822265625,19853.664330437725,19569.363647901624,19829.97260689305,428066.0
2007-04-09,12932.6708984375,13137.41033562002,12830.301771561615,13035.040025313385,1257640.0,52840.97265625,52840.97265625,51517.881009145145,52840.97265625,76826.0,32633.640625,33343.06448231433,32633.640625,32775.525396462865,462584.0,12691.427734375,12920.102107967345,12462.75336078266,12805.764921171172,1303200.0,,,,,,,,,,,5345.07470703125,5380.787901064867,5285.552716975223,5309.361512997634,215550.0,,,,,,11765.716796875,11991.257693939697,11746.921722119609,11916.077394918131,826000.0,19664.1328125,19782.5914439006,19450.90727597892,19758.899717620483,843896.0
2007-04-10,13000.919921875,13035.042971880466,12932.67382186407,12966.796871869534,770088.0,51352.5,52675.59178743962,51352.5,52592.89855072464,50134.0,33130.234375,33579.5373673302,32657.282666825315,33106.58942727468,1233151.0,12691.427734375,12920.102107967345,12605.674844277872,12691.427734375,855100.0,,,,,,,,,,,5356.9794921875,5356.9794921875,5285.553098958333,5345.075093315972,302350.0,,,,,,11634.1513671875,11934.872565693157,11596.561217374294,11709.331666813914,963500.0,19356.140625,19664.133070685435,19356.140625,19640.441344094248,895518.0
2007-04-11,13171.5361328125,13205.659182241488,13035.042751665547,13069.166984525536,890301.0,52262.12109375,52427.50755290744,51187.10910922666,51352.495568384096,97817.0,33153.890625,33153.890625,32775.52992610237,33106.596950682804,569868.0,12577.0869140625,12805.761221590908,12519.918337180396,12748.592644708808,781400.0,,,,,,,,,,,5356.9794921875,5392.692688802084,5309.361896701389,5333.170694444444,385575.0,,,,,,11577.7666015625,11803.307509385146,11540.176450258725,11652.946904170049,1130500.0,19261.375,19450.90882533825,19237.68327183272,19427.21709717097,1057009.0
2007-04-12,13410.392578125,13444.515615084074,13137.408282452405,13205.654356370553,1497352.0,53750.60546875,53750.60546875,51600.58125,52262.12716346154,87065.0,32988.3515625,33201.17871329976,32870.115512539924,33153.88504693961,427911.0,12977.2685546875,13034.437138628851,12720.009926951405,12720.009926951405,1142900.0,,,,,,,,,,,5416.50048828125,5523.640058379121,5368.882901571085,5368.882901571085,806500.0,,,,,,11671.7412109375,11709.331359764996,11483.79046680002,11615.355987696255,1046500.0,19545.669921875,19545.669921875,19190.29410511364,19332.44443181818,881542.0
2007-04-13,13308.029296875,13478.645739840047,13273.906244968206,13410.398452595378,717728.0,55900.6171875,56314.08329095784,52840.968021911984,53337.12734606139,165804.0,33508.6015625,33603.1926763181,32988.3560886803,32988.3560886803,716312.0,13491.787109375,13577.539993544757,12948.68550963321,13091.60698324947,1774700.0,,,,,,,,,,,5333.169921875,5404.596304757255,5321.265524727958,5392.691907610212,242400.0,,,,,,11464.99609375,11728.127151639344,11464.99609375,11652.946849385246,1137000.0,19687.822265625,19711.513989169674,19427.213306633574,19498.2884772676,765255.0
2007-04-16,13308.029296875,13410.398452595378,13239.783193061414,13342.152348781792,622996.0,55900.6171875,55900.6171875,53833.2866702108,55404.4578633506,122160.0,34288.96484375,34288.96484375,33414.007577124525,33674.12837828598,950052.0,13491.787109375,13777.63005660752,13463.202814651748,13663.292877714512,940200.0,,,,,,,,,,,5333.169921875,5380.78751046317,5309.361127580915,5333.169921875,418050.0,,,,,,11483.79296875,11709.333910853107,11427.407733224223,11521.383125767185,1583000.0,19616.748046875,19735.206670346462,19521.981148097828,19711.514945652176,537032.0
2007-04-17,13205.6533203125,13308.022423158289,13069.16118318478,13308.022423158289,1143535.0,54990.99609375,55404.46222979323,54081.370594454886,55404.46222979323,95200.0,35613.234375,35660.52804576234,34218.0277541342,34620.03714403311,1605584.0,13377.44921875,13577.5392711672,13120.190579927885,13491.78639155983,704800.0,,,,,,,,,,,5380.7880859375,5583.162859081167,5321.2660938364215,5333.170492256637,902500.0,,,,,,11314.6357421875,11671.742185877803,11201.8652862853,11596.561881943004,2306500.0,19616.748046875,19711.514945652176,19498.28942340353,19711.514945652176,575200.0
2007-04-18,13103.2890625,13239.781250096665,13103.289062499998,13205.658203197498,679742.0,53915.98046875,54990.99234926189,53585.207582438656,54990.99234926189,85670.0,36062.53515625,36795.61149950876,35613.23212398793,35613.23212398793,1630876.0,13720.4609375,13749.045231119791,13205.94365234375,13234.527945963542,944100.0,,,,,,,,,,,5547.44873046875,5583.161919720696,5404.595973460971,5440.309162712916,545900.0,,,,,,11483.79296875,11671.743753835925,11371.022497698445,11389.817576207037,1995000.0,19640.44140625,19640.44140625,19403.52413958836,19593.057952917672,750391.0
2007-04-19,13137.4111328125,13239.780265900255,13000.917771931336,13137.4111328125,764086.0,52675.5859375,54412.14371565934,51435.18752452904,54412.14371565934,175778.0,34998.390625,35944.2939908938,34643.678746849306,35707.81814942035,833386.0,13606.12109375,13863.37968585872,13320.278213629204,13834.79539784664,725000.0,,,,,,,,,,,5452.2138671875,5606.971029356578,5428.405073007642,5606.971029356578,455225.0,,,,,,11314.6357421875,11577.766805959303,11295.8406662038,11577.766805959303,1085000.0,19427.21875,19640.44432164634,19403.527019817077,19616.752591463413,766435.0
2007-04-20,13103.2890625,13205.658203197498,12932.672644573257,13171.535156298332,1398047.0,56810.24609375,57719.87157705604,52510.19835448508,52592.891580240175,276957.0,35471.3515625,35518.64523588613,34974.751035405905,34998.39975615894,705298.0,13806.2138671875,13806.213867187502,13263.112286490685,13548.955223699537,773700.0,,,,,,,,,,,5476.0224609375,5535.54444420856,5392.691684358017,5464.118064283289,630000.0,,,,,,11295.83984375,11408.610291441348,11220.659545289102,11352.225067595671,871000.0,19332.44921875,19450.90785366881,19261.374037798712,19450.90785366881,780193.0
2007-04-23,13103.2890625,13103.289062499998,12966.795691472422,13035.041785270754,787001.0,58712.19140625,59952.5898162412,57719.872678257045,57719.872678257045,215107.0,35211.21875,36393.59799088339,35211.21875,35518.636975817775,1168291.0,5745.44287109375,5888.364335548818,5745.44287109375,5859.780042657804,1236700.0,,,,,,,,,,,5547.44873046875,5630.779505389955,5464.117955547546,5464.117955547546,520675.0,,,,,,11408.611328125,11540.17686238674,11371.021175478789,11408.611328125,969500.0,19450.90625,19498.2897000609,19356.1393498782,19403.5227999391,551617.0
2007-04-24,13000.919921875,13103.290255322416,12898.550771858603,13000.919921875,1078607.0,59539.12109375,60862.21267361111,58464.10918511285,59539.12109375,91113.0,35187.578125,35518.64133861701,34620.03526604016,34761.92003875024,1454245.0,5671.12353515625,5745.4426943871285,5653.972959949125,5716.858402375252,1315700.0,,,,,,,,,,,5904.58154296875,5940.294737785093,5547.449594805318,5547.449594805318,1171250.0,,,,,,11690.5390625,11709.334141378618,11220.662090534566,11371.022721563506,1381500.0,19237.6796875,19379.83003001847,19142.912792487685,19379.83003001847,831719.0
2007-04-25,12864.42578125,12966.794915823975,12796.179691534016,12898.548826107992,997876.0,57306.41015625,59539.12743506494,56644.86429586039,59539.12743506494,157583.0,34147.08984375,35187.584650103374,33626.84432463343,34785.57520746411,1855233.0,5539.63671875,5659.690765286378,5488.184984520124,5631.106468492002,2346800.0,,,,,,,,,,,5773.63330078125,5833.155293572809,5606.971720964883,5773.63330078125,1236625.0,,,,,,11822.103515625,11878.48874701908,11540.177358654611,11784.513361362282,1630000.0,19095.53125,19190.2981544665,18953.380893300247,19190.2981544665,1173884.0
2007-04-26,13069.1640625,13239.779271498508,12830.301586471352,12864.424628271054,1574048.0,56562.16796875,58464.11221331323,55569.84923245615,58298.725757264256,106549.0,34880.15234375,35447.69131226941,33816.00924153867,33816.00924153867,1798940.0,5579.65283203125,5625.387691310194,5522.484257932569,5522.484257932569,1241200.0,,,,,,,,,,,5856.96337890625,5904.580967352642,5773.632599125063,5785.536996236661,441950.0,,,,,,11784.51171875,12028.84768740032,11671.741271680625,11953.667389354068,1492000.0,19261.375,19356.141912669125,19024.457718327183,19095.53290282903,631007.0
2007-04-27,13444.51953125,13581.012902275124,13137.412109163022,13137.412109163022,2122288.0,55900.6171875,56562.162953032544,54494.83243574335,55652.537525425294,104321.0,34241.66796875,35400.398411763264,34076.13451001685,35092.98020786421,1564384.0,5573.9365234375,5693.990540865385,5573.9365234375,5659.689393028846,1954300.0,,,,,,,,,,,5868.8681640625,5868.868164062499,5666.493399784482,5785.537378771552,485725.0,,,,,,12254.388671875,12479.92956767638,11690.53643237155,11784.511805622124,3890500.0,19545.669921875,19735.203690814396,19213.98582623106,19261.369268465907,1195689.0
2007-04-30,13410.392578125,13581.00894635094,13342.14650420685,13444.515615084074,756997.0,58133.33984375,58298.72630134246,54908.30392069701,55652.54297986309,74693.0,34761.9140625,34927.44752490984,34241.66872929685,34241.66872929685,1390609.0,5602.52001953125,5625.387448182399,5522.484019252232,5522.484019252232,585700.0,,,,,,,,,,,5821.2490234375,5952.197365478016,5761.727049782719,5833.153418168456,279800.0,,,,,,13062.5791015625,13062.5791015625,12122.82520936376,12367.161221335433,3458000.0,19877.35546875,20019.50580583284,19616.746517431468,19711.513408820025,927292.0
2007-05-02,13683.3798828125,13785.74900734742,13546.887716765938,13546.887716765938,1351884.0,57802.5703125,58298.72971432404,56562.17180793992,57058.33120976395,98486.0,35116.6328125,35424.05105046227,34596.38366508753,34761.91714216248,1319223.0,5608.2373046875,5625.38787748471,5413.864146319126,5602.52044708843,1885900.0,,,,,,,,,,,5737.919921875,5845.059505478474,5726.015523696836,5821.250709122147,354650.0,,,,,,12724.265625,13212.937569239291,12329.56905465288,13156.552344903988,3372500.0,19711.517578125,19901.051400991582,19593.058938833383,19901.051400991582,1189109.0
2007-05-03,13853.9970703125,13922.244346520054,13819.87402392417,13888.121300131725,872580.0,57471.7890625,58133.334835881295,56975.629732464025,57802.56194919065,42835.0,34525.4375,35376.74974012315,34525.4375,35140.27390852679,1144631.0,5471.0341796875,5619.672516857693,5459.600461443639,5613.9556577357625,2198400.0,,,,,,,,,,,5797.44091796875,5833.154106375128,5726.014541155993,5833.154106375128,308725.0,,,,,,12780.6513671875,12912.21689596737,12555.11046070772,12818.241518267463,1331000.0,20137.96875,20209.04393382353,19711.517647058823,19711.517647058823,1043485.0
2007-05-04,13956.3642578125,14092.856412704828,13819.870919489544,13853.993958212624,1021462.0,57802.5703125,59125.66205069743,56479.47857430258,57471.79737795064,67507.0,35471.3515625,35707.82746567053,34525.44794981788,34525.44794981788,1707973.0,5505.33349609375,5539.634639371592,5476.749210028881,5511.050353306723,882700.0,,,,,,,,,,,5785.537109375,5821.250301408179,5726.015122653035,5809.345904063786,313750.0,,,,,,12686.6767578125,12968.602907986113,12649.08660445602,12837.037371238426,1433500.0,20209.044921875,20232.736650974504,20019.511089078987,20137.96973457649,536739.0
2007-05-07,14331.720703125,14570.582004785285,14092.858218033938,14092.858218033938,1981264.0,58712.19140625,58877.577860915495,57058.32685959507,57554.48622359155,72975.0,36440.89453125,37339.50433253817,35707.821981690046,36180.77371539554,1552147.0,5402.431640625,5511.051959325397,5402.431640625,5499.61824156746,1922500.0,,,,,,,,,,,5737.919921875,5797.441912765819,5690.302329162344,5749.824320053163,536350.0,,,,,,13156.552734375,13212.937960379464,12855.831529017858,12874.62660435268,2738000.0,20469.6484375,20611.798773871527,20137.96431929977,20232.73121021412,867152.0
2007-05-08,14365.849609375,14741.204420037486,14229.356197859655,14229.356197859655,1160892.0,57885.265625,59621.82359375001,56231.40089285715,59125.66417410714,113550.0,36062.53515625,36275.36608152739,35471.34735254933,35944.299102757665,1052441.0,5276.66064453125,5402.4315374669895,5248.076350682218,5396.714678697183,2236100.0,,,,,,,,,,,5523.640625,5714.11099137931,5487.927431303879,5714.11099137931,558700.0,,,,,,13250.52734375,13288.117492242907,12818.24063608156,13250.52734375,1634000.0,20445.958984375,20635.492787242903,20374.88380829953,20398.575533658022,588476.0
2007-05-09,14365.849609375,14502.34183745908,14229.356197859655,14229.356197859655,431680.0,57058.33203125,57389.1049705616,55817.93350883153,57223.7185009058,115059.0,36417.25390625,36559.138689584455,35636.88382979066,35944.30211638859,1017360.0,5373.84619140625,5413.864194959276,5288.093326649768,5288.093326649768,1486300.0,,,,,,,,,,,5690.3017578125,5702.206154795372,5452.213818155074,5487.927009103687,818450.0,,,,,,13212.9384765625,13551.24984580592,13100.168020148025,13269.323704769737,1615500.0,20540.724609375,20611.799781033737,20209.04047496756,20445.957713830016,616443.0
2007-05-10,14161.103515625,14468.212069802585,14058.734392042712,14331.719905026195,1083326.0,55073.6953125,57141.02621762388,54577.53589527027,57058.33298141892,208500.0,36464.546875,37788.81110745792,36157.128594328686,37481.3928267866,1874406.0,5442.44921875,5511.051519826681,5390.99749294249,5390.99749294249,1509400.0,,,,,,,,,,,5499.83251953125,5690.302909818046,5499.83251953125,5606.972114067573,600650.0,,,,,,13757.994140625,13776.789214587605,13212.93699570953,13306.91236552254,1960000.0,20137.96875,20517.036397058822,20137.96875,20469.65294117647,994376.0
2007-05-11,14058.736328125,14229.351557591555,13888.121098658445,14195.228511698246,900791.0,54577.5390625,54991.005267518936,52096.74183238636,54577.5390625,180600.0,37079.38671875,37292.21390848893,36369.95898483349,36819.26208587793,1185424.0,5385.2802734375,5476.750002073381,5373.846557358015,5431.015137755441,2660800.0,,,,,,,,,,,5356.9794921875,5559.354273003472,5321.2662955729165,5464.1190820312495,1091150.0,,,,,,14190.283203125,14340.643819846857,13532.455504966889,13532.455504966889,1393000.0,19901.05078125,20019.50941685268,19782.59214564732,19972.125962611608,637932.0
2007-05-14,14263.474609375,14468.21286783242,14092.858210563038,14092.858210563038,1152267.0,54164.05859375,56148.69585520038,53750.5924976145,54164.05859375,132551.0,37670.58203125,37741.52820992082,37268.57629417355,37481.40352582358,744459.0,5202.33984375,5419.580408653847,5156.60498798077,5419.580408653847,3548300.0,,,,,,,,,,,5356.9794921875,5404.597087673611,5297.457497829861,5368.883891059028,562425.0,,,,,,13776.7890625,14415.821570173945,13570.043251193723,14415.821570173945,1059500.0,20066.890625,20161.65752287485,19877.356829250293,19924.74027818772,603924.0
2007-05-15,14604.7041015625,14707.074407643138,14195.226427532063,14229.349468415376,1298028.0,53502.5234375,55073.69491402627,53337.13696628671,53750.60314431993,81023.0,38190.81640625,38640.119419383416,37505.03752808015,37599.62485959925,1129130.0,5242.3603515625,5288.095229220625,5173.758035075314,5248.077211269766,1654300.0,,,,,,,,,,,5309.361328125,5345.074520915079,5249.839340141536,5321.265725721693,698950.0,,,,,,12893.419921875,13757.993269405975,12893.419921875,13739.198196633564,1482500.0,20422.26953125,20540.728171222447,19901.05151537123,19972.1266993547,945532.0
2007-05-16,14672.9560546875,14877.694365400115,14536.462664114675,14536.462664114675,1162584.0,54990.99609375,55735.23513862782,53915.9841400376,54164.063821663534,84300.0,37836.09375,38852.93940540128,37646.91535371525,38521.87250175466,744051.0,5373.84619140625,5419.581052609708,5253.792180747175,5259.509038397607,3604300.0,,,,,,,,,,,5261.74462890625,5309.36222735789,5214.12703045461,5261.74462890625,560000.0,,,,,,13212.9384765625,13344.504009046052,12780.651726973683,12893.422183388157,895000.0,21061.943359375,21369.93578195304,20469.65023903262,20540.72541347371,2403900.0
2007-05-17,14604.7041015625,14707.074407643138,14434.088897145944,14707.074407643138,635874.0,58298.7265625,58794.8859375,55321.7703125,55983.31614583333,311145.0,38048.92578125,38545.52238366621,37836.094897810006,38072.57072642874,468295.0,5488.18359375,5488.18359375,5316.6778564453125,5425.298156738281,2495600.0,,,,,,,,,,,5345.07470703125,5416.501095098483,5285.552716975223,5285.552716975223,722550.0,,,,,,12874.6279296875,13156.554088731751,12705.47223426095,12968.603316035584,1727500.0,21133.017578125,21298.859644321048,20919.79206444437,21275.167920578755,725242.0
2007-05-18,14672.9560546875,14707.079106472936,14434.093508758368,14536.462664114675,515674.0,58133.33984375,58464.11275893493,55652.54297986309,57885.260157361314,150636.0,37836.09375,38025.27591440339,37505.03061447203,38025.27591440339,673480.0,5625.3896484375,5631.106507836319,5551.0704762528585,5591.088492044589,3146700.0,,,,,,,,,,,5285.5517578125,5356.978132918075,5273.647361961572,5345.073737067146,577475.0,,,,,,12592.7001953125,13043.781993353545,12442.339595965486,12874.626319088153,1364000.0,21417.31640625,21464.699849626657,20943.481972483405,21133.015745990044,793294.0
2007-05-21,14468.2119140625,14843.566546587846,14297.59670992857,14502.334954889286,920825.0,55817.9375,58050.655,55817.9375,57471.80231481481,77143.0,37481.390625,37836.10255566077,37008.4388720393,37836.10255566077,868876.0,5579.65283203125,5642.538263539798,5573.935974621381,5613.953976490458,1454200.0,,,,,,,,,,,5440.3095703125,5464.118364930936,5309.361199911105,5309.361199911105,610625.0,,,,,,13156.552734375,13212.937960379464,12705.470926339289,12780.651227678572,1474000.0,21227.7890625,21559.47326660156,21085.63868931361,21417.322893415178,654913.0
2007-05-22,14195.2275390625,14468.21307093531,13990.48927773099,14297.59785315905,1300478.0,54990.99609375,56562.16741071428,54081.370594454886,56314.08772908834,179560.0,37481.390625,38096.22715022501,37410.44823886784,37481.390625,577211.0,5442.44921875,5613.954971441703,5442.449218750001,5602.521254595588,1935400.0,,,,,,,,,,,5595.06591796875,5630.779104679188,5380.786797706117,5392.691193276263,1040175.0,,,,,,13344.501953125,13476.067465338909,12949.805416483274,13306.91180677817,1386000.0,20706.568359375,21133.01942398455,20706.568359375,21014.560794926343,1061346.0
2007-05-23,14229.3525390625,14399.968963728215,14161.106442568596,14195.229490815547,642075.0,56892.9453125,56892.9453125,54991.00091978561,54991.00091978561,132650.0,37788.8046875,38119.87163139929,37599.62250009495,38072.57420048848,1056928.0,5453.8828125,5545.352545204403,5431.0153793239,5448.165954205975,1332500.0,,,,,,,,,,,5487.92724609375,5690.302003541892,5487.92724609375,5571.258028572397,434500.0,,,,,,13476.0673828125,13720.403332570606,13382.09201752092,13382.09201752092,914500.0,20872.41015625,21014.560509187,20730.259803313,20777.643254292,605290.0
2007-05-25,14161.103515625,14331.719905026195,13956.365268460422,14331.719905026195,554938.0,57719.86328125,58133.329350599925,56314.07864546024,57058.31757029011,88767.0,37008.4375,37552.33161892869,36771.961632286686,37505.03795263378,1028781.0,5350.9794921875,5408.148076505742,5305.244624732906,5373.846925914797,2107100.0,,,,,,,,,,,5702.20654296875,5761.728531935021,5476.022984896921,5476.022984896921,1005125.0,,,,,,13438.478515625,13532.45388986014,13043.781943837414,13532.45388986014,728500.0,20801.333984375,21085.634676644364,20801.333984375,20872.40915744234,697569.0
2007-05-28,14092.857421875,14161.103504208171,13956.365257208654,14024.611339541829,350323.0,57719.86328125,57885.24970898997,56231.38543159026,57885.24970898997,77937.0,37386.8046875,37765.16538853269,37244.91989562775,37765.16538853269,489099.0,5305.24462890625,5362.413213269464,5305.24462890625,5350.979496396822,1296400.0,,,,,,,,,,,5833.154296875,5868.867486447704,5654.58834901148,5666.492745535715,589375.0,,,,,,13682.8154296875,14077.512028620791,13588.840048989096,14002.33172406207,926500.0,21417.31640625,21417.31640625,20896.098529106748,20896.098529106748,710507.0
2007-05-29,13990.4892578125,14126.981431839182,13922.243170799162,13956.366214305832,519940.0,59125.65625,59539.12237762238,56644.85948426573,57389.09851398601,171486.0,38190.81640625,38403.643554346985,37646.92229347814,37836.10072463568,1039795.0,5373.84619140625,5402.430479658411,5350.978760804522,5390.996764357546,872500.0,,,,,,,,,,,5892.67724609375,5892.67724609375,5690.302471985479,5773.633261324179,534225.0,,,,,,13419.685546875,13945.947725183823,13344.505235688026,13739.201869419643,1017500.0,21085.638671875,21393.63114685744,21038.255214185392,21346.247689167834,527954.0
2007-05-30,13819.873046875,14024.612494161032,13751.62695892326,13990.48945018516,761445.0,57885.265625,59291.05064732144,57223.71973214286,59291.05064732144,131530.0,39727.9140625,40011.68363913559,38616.47694047737,38758.36172879517,1414269.0,5528.201171875,5528.201171875001,5379.562877698423,5419.580879976733,1888000.0,,,,,,,,,,,6083.14794921875,6083.14794921875,5785.537971272627,5797.442370390472,596300.0,,,,,,13513.6591796875,13664.019782521296,13081.372446540334,13588.839481104398,1173000.0,20706.568359375,21085.63597236127,20351.19247220037,21038.252520737984,1068198.0
2007-05-31,13785.748046875,13990.487465111086,13615.132851203798,13853.99412514348,1330674.0,61854.5390625,61854.5390625,57967.95706258356,57967.95706258356,282420.0,41856.19140625,41856.19140625,39704.26342819563,40177.215211874354,952908.0,5859.77978515625,5945.532660060976,5585.370585461128,5602.521160442074,4399300.0,,,,,,,,,,,6297.42626953125,6297.42626953125,5952.1987424681,6083.147114802398,701125.0,,,,,,13701.609375,13851.96997170782,13325.707883230454,13739.199524176956,1003000.0,20990.873046875,20990.873046875,20611.805362055587,20801.339204465294,851654.0
2007-06-01,14092.857421875,14126.980463041586,13683.379744445254,13819.871909111598,1610414.0,61937.2265625,63839.170769359145,60531.441713951936,61606.45365695928,289243.0,42802.08984375,44055.41154347525,42423.72921577773,42778.44112696445,2443050.0,13263.111328125,13406.03278640221,12720.009786671606,12948.68411991514,1701100.0,,,,,,,,,,,6225.9990234375,6321.234190144001,6190.285835922563,6214.094627599187,795125.0,,,,,,13250.52734375,13927.15001662234,13250.52734375,13739.1992741578,898500.0,21038.251953125,21464.703006228887,21038.251953125,21038.251953125,1024130.0
2007-06-04,14024.6142578125,14058.737306079482,13853.99783304664,13956.36816127854,903721.0,63508.41796875,63591.11122131348,60614.15412902832,62019.93942260742,150021.0,41572.421875,43180.455679862345,41383.23965413631,42802.09500625472,1314735.0,5859.77978515625,5888.364076791158,5671.123460365854,5774.026910251525,2548500.0,,,,,,,,,,,6023.625,6166.477766798418,5987.911808300395,6166.477766798418,351975.0,,,,,,13645.2255859375,13739.20096876076,13288.119131209109,13476.06989685563,981500.0,21298.859375,21393.62626877086,21085.633864015574,21251.47592811457,865006.0
2007-06-05,13922.2431640625,14092.858381513292,13819.87285016123,13922.243164062498,933592.0,63260.3203125,64169.94583333334,61441.06927083334,61606.45572916667,144106.0,42021.7265625,42069.02400360267,41265.00518605622,41808.89938189767,562933.0,13205.939453125,13234.523737655574,12920.096607819263,13091.602315002709,963400.0,,,,,,,,,,,6059.33837890625,6190.28675251719,5904.58121009332,5952.198800497298,421625.0,,,,,,13457.271484375,13664.01727533607,13400.886268658343,13570.041915808311,607500.0,20872.41015625,21322.55294055051,20848.7184307605,21298.86121506101,991017.0
2007-06-07,13888.1201171875,13990.489247633026,13785.74980331118,13888.1201171875,664289.0,64748.8046875,65327.65734754151,62102.62109873882,62268.0075730364,158371.0,41501.4765625,41737.95243787182,41170.40958335555,41619.71261612616,1062639.0,13148.7734375,13291.69488790761,12948.683406929347,13034.436277173914,713700.0,,,,,,,,,,,6356.94921875,6356.949218750001,6035.530438026686,6059.339236598783,383575.0,,,,,,13814.37890625,13814.37890625,13344.50207270408,13363.297146045918,653000.0,20682.876953125,20848.71903636884,20635.49350076961,20825.02731019115,870212.0
