Ticker,Quantile,Threshold,tau3,tau4
000100.KS,0.6900000000000001,0.020726144807677833,0.43834819905823214,0.27879359868040365
000100.KS,0.7000000000000001,0.021127622873337762,0.44058058246789106,0.280278230998897
000100.KS,0.7100000000000001,0.021506126530760408,0.44291232946235987,0.28177067131280314
000100.KS,0.72,0.022037718961631217,0.4453085246949633,0.2831563484075165
000100.KS,0.73,0.022510808965160434,0.44738155334202306,0.28476693052388924
000100.KS,0.74,0.02298944153976456,0.4494810943142997,0.2863643441447937
000100.KS,0.75,0.02344224052463095,0.45210050933892393,0.2877443702039634
000100.KS,0.76,0.024038380321881474,0.45437995351933125,0.28925307005844897
000100.KS,0.77,0.024584385614941535,0.45627127323062877,0.2909655979922934
000100.KS,0.78,0.025214924781892512,0.4583030209189379,0.2927234034675439
000100.KS,0.79,0.025766456660535002,0.4596320841319142,0.2949726836456915
000100.KS,0.8,0.026338937484425264,0.4611215827103285,0.2975374694413113
000100.KS,0.81,0.026907461361507966,0.4629618112880086,0.30024326996865386
000100.KS,0.8200000000000001,0.02749066200784743,0.465695968072241,0.3028865069655373
000100.KS,0.8300000000000001,0.028135008654327748,0.46942754973961,0.30513190554102954
000100.KS,0.8400000000000001,0.0292071493692208,0.4730117783778366,0.3071852644444498
000100.KS,0.85,0.030011308647832254,0.47479981260645343,0.31048166520046055
000100.KS,0.86,0.03074636499341556,0.4765545457505318,0.3145069054071642
000100.KS,0.87,0.03164747210469711,0.48125388601230285,0.3177421421698068
000100.KS,0.88,0.03278990218344807,0.4861215388317527,0.320814038012005
000100.KS,0.89,0.03394914303905835,0.4889391101605497,0.3250814890869718
000100.KS,0.9,0.03509127752858666,0.49308207290967,0.32981162070170494
000100.KS,0.91,0.036563799263627794,0.5002313015338195,0.3329169585940365
000100.KS,0.92,0.038159207424151104,0.5080039701652559,0.3345787004595481
000100.KS,0.93,0.0402722742489276,0.5172016958535912,0.3311341470611819
000100.KS,0.9400000000000001,0.04265011215445532,0.5228506952059478,0.32137061593431765
000100.KS,0.9500000000000001,0.045125404675447206,0.5196498923880134,0.3039991380957071
000100.KS,0.9600000000000001,0.04819627520938785,0.5060539953094592,0.27586926184456945
000100.KS,0.97,0.0522283944563397,0.473007040836162,0.2334382846882425
000100.KS,0.98,0.058952516781085616,0.4211099737312963,0.15530789137250398
000100.KS,0.99,0.07318752289413777,0.25473435298540387,0.01073208236281457
000120.KS,0.01,3.5039437392641544e-08,0.385498914490623,0.2849552942603468
000120.KS,0.02,7.13154912751483e-08,0.39037081676930463,0.28535920488277244
000120.KS,0.03,1.1609074981052189e-07,0.3958749050553903,0.2852972617405556
000120.KS,0.04,0.001691259686206732,0.4002911507961719,0.2855937219691855
000120.KS,0.05,0.00255752971716756,0.40376722606095994,0.28633132828211905
000120.KS,0.060000000000000005,0.0029027345016122198,0.40702791840855185,0.28711819364885455
000120.KS,0.06999999999999999,0.0032313019532225597,0.4102458655046288,0.28786619292435106
000120.KS,0.08,0.003547882873228712,0.41347282280940933,0.28850102342300965
000120.KS,0.09,0.004030860016766676,0.4166388624903803,0.2891402290422868
000120.KS,0.09999999999999999,0.00445428210441716,0.4195465123510886,0.28984682260445027
000120.KS,0.11,0.004853393652108108,0.4222435797912226,0.29056468699238486
000120.KS,0.12,0.005104827286666864,0.4249845416446477,0.2912487267599743
000120.KS,0.13,0.0055611402337584995,0.42766319142036047,0.29190633068424227
000120.KS,0.14,0.00595245524959776,0.4300639306437758,0.2926531683096401
000120.KS,0.15000000000000002,0.006206103741414,0.4323626266934227,0.2933747117230674
000120.KS,0.16,0.006573189822229064,0.4347221891844314,0.29405765308060755
000120.KS,0.17,0.006944370900121972,0.43691244277062835,0.29478162642769534
000120.KS,0.18000000000000002,0.007194173918390946,0.4389674049076308,0.2955036360699515
000120.KS,0.19,0.007547264228385363,0.4410266892835818,0.2962209613469437
000120.KS,0.2,0.00787398705562638,0.4429355923780097,0.2969803521323653
000120.KS,0.21000000000000002,0.008230415650823813,0.4447212686289913,0.2977748048190266
000120.KS,0.22,0.0084388686458647,0.4464132039911046,0.29859742747654405
000120.KS,0.23,0.008733668674029652,0.4481107314050203,0.29936727649335904
000120.KS,0.24000000000000002,0.008968672797924425,0.4498209878671209,0.30014176296740486
000120.KS,0.25,0.0092736249079794,0.4515848448937587,0.30086530621986135
000120.KS,0.26,0.009506687923941036,0.45325261046526055,0.3015804008560799
000120.KS,0.27,0.009852304458883025,0.45491103547124023,0.30230399958519205
000120.KS,0.28,0.010050319621171413,0.456514703228238,0.3030336711766369
000120.KS,0.29000000000000004,0.010314554513603004,0.4582059742112958,0.3036651145229192
000120.KS,0.3,0.01058211065727558,0.4598718505791541,0.304304956339222
000120.KS,0.31,0.010951547936786392,0.4614828204201211,0.30493887630205985
000120.KS,0.32,0.011274160957793256,0.46290477613529235,0.30563900806728966
000120.KS,0.33,0.011539968675544628,0.4642395881848273,0.3063405395378514
000120.KS,0.34,0.01186962177292778,0.46545522770794723,0.3071152169964324
000120.KS,0.35000000000000003,0.012125132524605616,0.46666513415619587,0.30789100222618127
000120.KS,0.36000000000000004,0.012380394343656446,0.46779931559078364,0.30867656079184735
000120.KS,0.37,0.012658398314519932,0.4689769547230411,0.30946688423540175
000120.KS,0.38,0.012903386746587055,0.47018725795261973,0.31024095766845683
000120.KS,0.39,0.013141025359910633,0.47143193770447694,0.31099350473483317
000120.KS,0.4,0.013385220413837101,0.4727618896482141,0.3116692406452486
000120.KS,0.41000000000000003,0.013707335393510668,0.4741092599498456,0.312341260300737
000120.KS,0.42000000000000004,0.01400167429219932,0.4753909750618536,0.3130272674913864
000120.KS,0.43,0.014265234904116948,0.4766393842630401,0.31368981951935354
000120.KS,0.44,0.0145562586744345,0.4779482407915887,0.3143289492408807
000120.KS,0.45,0.014832862182884723,0.4793123500944667,0.31491679377364307
000120.KS,0.46,0.015129744605083543,0.4807344500379646,0.31544302390098317
000120.KS,0.47000000000000003,0.01545632200675623,0.48207329749210936,0.3159470984330263
000120.KS,0.48000000000000004,0.01581633199676379,0.48340241285430874,0.31643869167888744
000120.KS,0.49,0.016115922659083806,0.4847483621600195,0.31688301462340884
000120.KS,0.5,0.0164207302123274,0.48610153360674524,0.31727572483029975
000120.KS,0.51,0.016765934565174105,0.4874838011410053,0.31757861546521754
000120.KS,0.52,0.017164576842986196,0.48883891185598455,0.3178465871818099
000120.KS,0.53,0.01757506083066125,0.49002428740927156,0.3181310630381464
000120.KS,0.54,0.017964651570788692,0.4909017721433027,0.31850222297468245
000120.KS,0.55,0.01829319526693184,0.4918019669762524,0.3188544306730049
000120.KS,0.56,0.01869204684326432,0.49264928031514305,0.3192021961690879
000120.KS,0.5700000000000001,0.0189879002668107,0.4934695610431538,0.31953649975973636
000120.KS,0.5800000000000001,0.019355453621429597,0.49431533288929974,0.3198132723200958
000120.KS,0.59,0.019664375103720447,0.4952065220855739,0.32004567078785773
000120.KS,0.6,0.020070764082853756,0.496165569578896,0.3201880224932822
000120.KS,0.61,0.02051220057949084,0.49695256739269167,0.32034342383055747
000120.KS,0.62,0.020906712782278864,0.49763412535716783,0.32051568373182315
000120.KS,0.63,0.021370652080364247,0.4982435737190576,0.32068238496251705
000120.KS,0.64,0.02182737727218042,0.4987377203536349,0.32087457246014567
000120.KS,0.65,0.02222321622030908,0.4991280205136879,0.3210952306562068
000120.KS,0.66,0.022644256248244222,0.49948910919329426,0.3213322423986506
000120.KS,0.67,0.023074310182758958,0.49989186176957673,0.32154432080174533
000120.KS,0.68,0.02353049530454401,0.5003408903249091,0.3217125443590874
000120.KS,0.6900000000000001,0.02409748175989769,0.5006965927996656,0.32190990075646814
000120.KS,0.7000000000000001,0.02457124243795596,0.500991056202358,0.32213268203992496
000120.KS,0.7100000000000001,0.025064691592117102,0.5013330697033428,0.3223373715738959
000120.KS,0.72,0.025558111977519404,0.5016790720778675,0.3225277135139354
000120.KS,0.73,0.026177061263819478,0.5020889335634495,0.3226700315517034
000120.KS,0.74,0.02681578004740124,0.5022580592558676,0.32291199391368863
000120.KS,0.75,0.0275301095977428,0.5025071705968969,0.3231356895328073
000120.KS,0.76,0.028170819683144884,0.5023565336139683,0.32359777371667087
000120.KS,0.77,0.028848109059445636,0.5021762718918004,0.32420346453924215
000120.KS,0.78,0.029456839749375897,0.5019747025585357,0.3249986681201184
000120.KS,0.79,0.030109762825366152,0.5022723230338877,0.3257136750606193
000120.KS,0.8,0.031055159795593784,0.5027994607366575,0.3264033946256759
000120.KS,0.81,0.03200276728913711,0.5028000947241674,0.32748856807959814
000120.KS,0.8200000000000001,0.032764042481673646,0.5027552445050847,0.32896255953519365
000120.KS,0.8300000000000001,0.03372391566198686,0.5034705460989483,0.3303411948318572
000120.KS,0.8400000000000001,0.03467208321899921,0.5053813090172993,0.3313410133349733
000120.KS,0.85,0.03620535992737013,0.5080491528407621,0.33167232791620593
000120.KS,0.86,0.037642871130903394,0.5081512705845873,0.3330015929565707
000120.KS,0.87,0.03881139097623627,0.5089605585320788,0.3345248006076434
000120.KS,0.88,0.04036529793973952,0.5113758032194157,0.33530098395309427
000120.KS,0.89,0.04241028972098315,0.5124489511652428,0.33644117380578265
000120.KS,0.9,0.044325052756145684,0.513322691976068,0.33799349133286716
000120.KS,0.91,0.04666708293756001,0.5123470494078929,0.3413824794981141
000120.KS,0.92,0.048790066998608515,0.5145489306501124,0.3454895247213662
000120.KS,0.93,0.05210605743375463,0.5189475442557334,0.3490734159840463
000120.KS,0.9400000000000001,0.05652898696066846,0.5247478055223006,0.351220410588983
000120.KS,0.9500000000000001,0.0606245320731933,0.5262644548766189,0.3570833962153728
000120.KS,0.9600000000000001,0.0666912886041873,0.5292860932992207,0.36541459937096793
000120.KS,0.97,0.07531791167943228,0.5376728411741682,0.3817483946496367
000120.KS,0.98,0.08758998795513372,0.5557928818414949,0.43167412653135784
000120.KS,0.99,0.11616041746587974,0.6592061245327594,0.6004910871166702
000150.KS,0.01,4.788596831103092e-08,0.331857333687261,0.21702190562575177
000150.KS,0.02,1.413817497548099e-07,0.33547169590319825,0.21692362933595294
000150.KS,0.03,3.5649049532724994e-07,0.3396587795894538,0.2163735464825669
000150.KS,0.04,0.0016272565063621,0.34332579499639565,0.2160279494182371
000150.KS,0.05,0.00273917946457375,0.34590490434884325,0.21619951519040082
000150.KS,0.060000000000000005,0.0033388830557658,0.3479128041740199,0.21666083676306722
000150.KS,0.06999999999999999,0.0037878863213383494,0.3496411671082746,0.21726183324390091
000150.KS,0.08,0.0040080438417171,0.35144579560571715,0.21783219585427654
000150.KS,0.09,0.00420721794465805,0.3534065030075851,0.21825621632303266
000150.KS,0.09999999999999999,0.0044116343837927,0.3555723043548221,0.21852166736614279
000150.KS,0.11,0.004728187954372175,0.35782363947146456,0.21868464431416204
000150.KS,0.12,0.0050125909149503,0.3602608880577996,0.2187031066114384
000150.KS,0.13,0.0056657721444898,0.36250022669141085,0.21873767467032718
000150.KS,0.14,0.00619200062338035,0.3644716363636711,0.218867236239872
000150.KS,0.15000000000000002,0.006791143985662326,0.36606517853393405,0.21916953177435797
000150.KS,0.16,0.0073255523450374,0.3672937938481541,0.21968301708057025
000150.KS,0.17,0.00754717714940185,0.36844399050090393,0.22021368913013994
000150.KS,0.18000000000000002,0.0078126764149011,0.3697038619510908,0.22067191932090985
000150.KS,0.19,0.008068614287635851,0.37102442217907955,0.22107914116813146
000150.KS,0.2,0.0084151180642091,0.3723740215134065,0.22147035638933188
000150.KS,0.21000000000000002,0.008744466736634324,0.3736751163317336,0.22184696132640166
000150.KS,0.22,0.00905881494990615,0.3749683319784115,0.22220581742041795
000150.KS,0.23,0.00934589693928365,0.37630058995728566,0.2225186704990891
000150.KS,0.24000000000000002,0.0095694422487325,0.377821156168688,0.22271079475672967
000150.KS,0.25,0.0099010806418122,0.37940606236297775,0.22279922785229628
000150.KS,0.26,0.01030541029237075,0.3809499360165621,0.22285758030060307
000150.KS,0.27,0.01078458207959495,0.38231217213192875,0.22296977281988
000150.KS,0.28,0.011132098439424603,0.38351491965643847,0.22314968999731685
000150.KS,0.29000000000000004,0.011474755975350302,0.3846788060221745,0.22330169854777182
000150.KS,0.3,0.01174182552814345,0.38589611741427104,0.22338671863948595
000150.KS,0.31,0.01217058618376495,0.3871214329391724,0.22342135840771285
000150.KS,0.32,0.0125263238355269,0.3882217022809321,0.22349625075461768
000150.KS,0.33,0.012959167613279674,0.38921182403692206,0.22358167488078914
000150.KS,0.34,0.0133252359868633,0.3900728472011215,0.22370960970694098
000150.KS,0.35000000000000003,0.0136992989451133,0.39086420000550687,0.2238512239184001
000150.KS,0.36000000000000004,0.0140847041228759,0.39152320987632633,0.22405988073664873
000150.KS,0.37,0.0143887556292841,0.3921880378555046,0.22424064598117435
000150.KS,0.38,0.0145784285353552,0.39300094665680374,0.2243180435006088
000150.KS,0.39,0.0148763625835996,0.39399092751543213,0.2242551750633124
000150.KS,0.4,0.0153394785647942,0.395109173632327,0.22406761649257087
000150.KS,0.41000000000000003,0.0157999884437494,0.3959537150827907,0.2239663315735439
000150.KS,0.42000000000000004,0.01635498681419345,0.3963948101065167,0.22405653683142293
000150.KS,0.43,0.016728817013863275,0.3965906117162806,0.22428453254969594
000150.KS,0.44,0.0170459339085463,0.39672261859396973,0.22456849045001623
000150.KS,0.45,0.0174254311165227,0.3968556056657347,0.2248704639044216
000150.KS,0.46,0.017778199951293552,0.3969637134682388,0.2251937326668797
000150.KS,0.47000000000000003,0.018173033968127274,0.3969474205106935,0.22562330170412975
000150.KS,0.48000000000000004,0.0185190096697557,0.3969062283797405,0.22612137726224685
000150.KS,0.49,0.018779764366566924,0.3970468355288601,0.2265519402734614
000150.KS,0.5,0.019125117437591148,0.39736443123336884,0.22690817533756635
000150.KS,0.51,0.0194445259799955,0.3977517941790164,0.2272393683474858
000150.KS,0.52,0.0198027129749622,0.39828693358613115,0.2275009484243092
000150.KS,0.53,0.020308841895572124,0.3987476706208097,0.22778862436596747
000150.KS,0.54,0.020877535163463,0.3990142728933168,0.22819642877418164
000150.KS,0.55,0.021277656398455476,0.3990746470159433,0.2287620040018488
000150.KS,0.56,0.021622713811548205,0.3993099276236973,0.22929692131426804
000150.KS,0.5700000000000001,0.022059930387865752,0.39963344258144046,0.22980805938915533
000150.KS,0.5800000000000001,0.0225687255327539,0.39996425474681896,0.23034955047872718
000150.KS,0.59,0.02298960448652235,0.40026660154082594,0.23095445207335297
000150.KS,0.6,0.0235767170214412,0.4004897961146165,0.23167586891365244
000150.KS,0.61,0.024001192871161,0.4008227981770106,0.23239153680920768
000150.KS,0.62,0.02439782416819385,0.4013873212950051,0.23303609109192291
000150.KS,0.63,0.024859002345863874,0.40235151469641245,0.23347092453726576
000150.KS,0.64,0.0255334967897433,0.4032496544376917,0.23393629655203588
000150.KS,0.65,0.02608987574635175,0.4040125349443122,0.2344666522564294
000150.KS,0.66,0.0266681434218836,0.4049251374739141,0.23493509580902308
000150.KS,0.67,0.027292168458886726,0.4058458765933729,0.23534218113174996
